location,source
NAMEGEN_WEAP_FORMAT_9,{%ADJECTIVE% %WEAP1% %WEAP2%}
NAMEGEN_WEAP_FORMAT_10,{%NOUN% of %PROPERTY%}
NAMEGEN_WEAP_NOUN_1,{Aspect}
NAMEGEN_WEAP_NOUN_2,{Gift}
NAMEGEN_WEAP_NOUN_3,{Loop}
NAMEGEN_WEAP_NOUN_4,{Theory}
NAMEGEN_WEAP_NOUN_5,{Trace}
NAMEGEN_WEAP_NOUN_6,{Surge}
NAMEGEN_WEAP_NOUN_7,{Shadow}
NAMEGEN_WEAP_NOUN_8,{Return}
NAMEGEN_WEAP_NOUN_9,{Overload}
NAMEGEN_WEAP_NOUN_10,{Whispers}
NAMEGEN_WEAP_NOUN_11,{Prayer}
NAMEGEN_WEAP_NOUN_12,{Obedience}
NAMEGEN_WEAP_NOUN_13,{Memories}
NAMEGEN_WEAP_NOUN_14,{Dreams}
NAMEGEN_WEAP_NOUN_15,{Sleep}
NAMEGEN_WEAP_NOUN_16,{Defiance}
NAMEGEN_WEAP_NOUN_17,{Touch}
NAMEGEN_WEAP_NOUN_18,{Song}
NAMEGEN_WEAP_NOUN_19,{The End}
NAMEGEN_WEAP_NOUN_20,{Legacy}
NAMEGEN_WEAP_NOUN_21,{Messenger}
NAMEGEN_WEAP_NOUN_22,{Silhouette}
NAMEGEN_WEAP_NOUN_23,{Destroyer}
NAMEGEN_WEAP_NOUN_24,{Harbinger}
NAMEGEN_WEAP_NOUN_25,{Herald}
NAMEGEN_WEAP_NOUN_26,{Pillar}
NAMEGEN_WEAP_NOUN_27,{The Hand}
NAMEGEN_WEAP_NOUN_28,{Art}
NAMEGEN_WEAP_NOUN_29,{Poem}
NAMEGEN_WEAP_NOUN_30,{Kiss}
NAMEGEN_WEAP_NOUN_31,{Bane}
NAMEGEN_WEAP_ADJ_1,{Iridescent}
NAMEGEN_WEAP_ADJ_2,{Unusual}
NAMEGEN_WEAP_ADJ_3,{Gleaming}
NAMEGEN_WEAP_ADJ_4,{Theoretical}
NAMEGEN_WEAP_ADJ_5,{Conceptual}
NAMEGEN_WEAP_ADJ_6,{Geometric}
NAMEGEN_WEAP_ADJ_7,{Mathematical}
NAMEGEN_WEAP_ADJ_8,{Imperfect}
NAMEGEN_WEAP_ADJ_9,{Infinite}
NAMEGEN_WEAP_ADJ_10,{Silent}
NAMEGEN_WEAP_ADJ_11,{Unprotected}
NAMEGEN_WEAP_ADJ_12,{Overloaded}
NAMEGEN_WEAP_ADJ_13,{Comforting}
NAMEGEN_WEAP_ADJ_14,{Dazzling}
NAMEGEN_WEAP_ADJ_15,{Retuned}
NAMEGEN_WEAP_ADJ_16,{Hand-made}
NAMEGEN_WEAP_ADJ_17,{Improvised}
NAMEGEN_WEAP_ADJ_18,{Burning}
NAMEGEN_WEAP_ADJ_19,{Volcanic}
NAMEGEN_WEAP_ADJ_20,{Heavy}
NAMEGEN_WEAP_ADJ_21,{Optimised}
NAMEGEN_WEAP_ADJ_22,{Parallel}
NAMEGEN_WEAP_ADJ_23,{Improved}
NAMEGEN_WEAP_ADJ_24,{Hidden}
NAMEGEN_WEAP_ADJ_25,{Backup}
NAMEGEN_WEAP_ADJ_26,{Negative}
NAMEGEN_WEAP_ADJ_27,{Ancestral}
NAMEGEN_WEAP_ADJ_28,{Structural}
NAMEGEN_WEAP_ADJ_29,{Unstable}
NAMEGEN_WEAP_ADJ_30,{Electric}
NAMEGEN_WEAP_ADJ_31,{Ohmic}
NAMEGEN_WEAP_PROPERTY_1,{Gravity}
NAMEGEN_WEAP_PROPERTY_2,{Infinity}
NAMEGEN_WEAP_PROPERTY_3,{Harmony}
NAMEGEN_WEAP_PROPERTY_4,{Clarity}
NAMEGEN_WEAP_PROPERTY_5,{Perfection}
NAMEGEN_WEAP_PROPERTY_6,{Silence}
NAMEGEN_WEAP_PROPERTY_7,{Bones}
NAMEGEN_WEAP_PROPERTY_8,{Supplication}
NAMEGEN_WEAP_PROPERTY_9,{Storms}
NAMEGEN_WEAP_PROPERTY_10,{the Sky}
NAMEGEN_WEAP_PROPERTY_11,{the Nexus}
NAMEGEN_WEAP_PROPERTY_12,{the Horizon}
NAMEGEN_WEAP_PROPERTY_13,{Lightning}
NAMEGEN_WEAP_PROPERTY_14,{Tongues}
NAMEGEN_WEAP_PROPERTY_15,{the Wind}
NAMEGEN_WEAP_PROPERTY_16,{Certainty}
NAMEGEN_WEAP_PROPERTY_17,{the Dance}
NAMEGEN_WEAP_PROPERTY_18,{the Abyss}
NAMEGEN_WEAP_PROPERTY_19,{Thought}
NAMEGEN_WEAP_PROPERTY_20,{Matter}
NAMEGEN_WEAP_PROPERTY_21,{the Ancients}
NAMEGEN_WEAP_PROPERTY_22,{the Stars}
NAMEGEN_WEAP_PROPERTY_23,{the Anomaly}
NAMEGEN_WEAP_PROPERTY_24,{Sight}
NAMEGEN_WEAP_PROPERTY_25,{Fire}
NAMEGEN_WEAP_PROPERTY_26,{Zeal}
NAMEGEN_WEAP_PROPERTY_27,{Peace}
NAMEGEN_WEAP_PROPERTY_28,{War}
NAMEGEN_WEAP_PROPERTY_29,{Solemnity}
NAMEGEN_WEAP_PROPERTY_30,{the Night}
NAMEGEN_WEAP_COMP1_1,{Reflex}
NAMEGEN_WEAP_COMP1_2,{Arc}
NAMEGEN_WEAP_COMP1_3,{Loop}
NAMEGEN_WEAP_COMP1_4,{Angle}
NAMEGEN_WEAP_COMP1_5,{Polygon}
NAMEGEN_WEAP_COMP1_6,{Impulse}
NAMEGEN_WEAP_COMP1_7,{Quantum}
NAMEGEN_WEAP_COMP1_8,{Waveform}
NAMEGEN_WEAP_COMP1_9,{Light}
NAMEGEN_WEAP_COMP1_10,{Spacetime}
NAMEGEN_WEAP_COMP1_11,{Voltage}
NAMEGEN_WEAP_COMP1_12,{Ion}
NAMEGEN_WEAP_COMP1_13,{Raycast}
NAMEGEN_WEAP_COMP1_14,{Dream}
NAMEGEN_WEAP_COMP1_15,{Vector}
NAMEGEN_WEAP_COMP1_16,{Molecule}
NAMEGEN_WEAP_COMP1_17,{Neutron}
NAMEGEN_WEAP_COMP1_18,{Isotope}
NAMEGEN_WEAP_COMP1_19,{Mass}
NAMEGEN_WEAP_COMP1_20,{Inertial}
NAMEGEN_WEAP_COMP1_21,{Ozone}
NAMEGEN_WEAP_COMP1_22,{Oxide}
NAMEGEN_WEAP_COMP1_23,{Gravity}
NAMEGEN_WEAP_COMP1_24,{Stasis}
NAMEGEN_WEAP_COMP1_25,{M-Field}
NAMEGEN_WEAP_COMP1_26,{Force}
NAMEGEN_WEAP_COMP1_27,{Nano}
NAMEGEN_WEAP_COMP1_28,{Chrono}
NAMEGEN_WEAP_COMP1_29,{Shock}
NAMEGEN_WEAP_COMP1_30,{Atmosphere}
NAMEGEN_WEAP_COMP2_1,{Blaster}
NAMEGEN_WEAP_COMP2_2,{Silencer}
NAMEGEN_WEAP_COMP2_3,{Stabiliser}
NAMEGEN_WEAP_COMP2_4,{Balancer}
NAMEGEN_WEAP_COMP2_5,{Analyser}
NAMEGEN_WEAP_COMP2_6,{Driver}
NAMEGEN_WEAP_COMP2_7,{Charger}
NAMEGEN_WEAP_COMP2_8,{Clarifier}
NAMEGEN_WEAP_COMP2_9,{Irradiator}
NAMEGEN_WEAP_COMP2_10,{Obstructor}
NAMEGEN_WEAP_COMP2_11,{Focuser}
NAMEGEN_WEAP_COMP2_12,{Tuner}
NAMEGEN_WEAP_COMP2_13,{Inverter}
NAMEGEN_WEAP_COMP2_14,{Reflector}
NAMEGEN_WEAP_COMP2_15,{Engine}
NAMEGEN_WEAP_COMP2_16,{Translator}
NAMEGEN_WEAP_COMP2_17,{Elevator}
NAMEGEN_WEAP_COMP2_18,{Hunter}
NAMEGEN_WEAP_COMP2_19,{Auditor}
NAMEGEN_WEAP_COMP2_20,{Capacitor}
NAMEGEN_WEAP_COMP2_21,{Puncher}
NAMEGEN_WEAP_COMP2_22,{Beam}
NAMEGEN_WEAP_COMP2_23,{Generator}
NAMEGEN_WEAP_COMP2_24,{Scoop}
NAMEGEN_WEAP_COMP2_25,{Harmoniser}
NAMEGEN_WEAP_COMP2_26,{Needler}
NAMEGEN_WEAP_COMP2_27,{Probe}
NAMEGEN_WEAP_COMP2_28,{Compressor}
NAMEGEN_WEAP_COMP2_29,{Absorber}
NAMEGEN_WEAP_COMP2_30,{Entangler}
NAMEGEN_WEAP_COMP2_31,{Atomiser}
NAMEGEN_WEAP_COMP2_32,{Injector}
NAMEGEN_SHIP_FORMAT_1,{The %NOUN% of %PROPERTY%}
NAMEGEN_SHIP_FORMAT_2,{%PROCNAME%'s %ADJECTIVE% %VERB%}
NAMEGEN_SHIP_FORMAT_3,{%SHIPCODE% %PROCNAME%}
NAMEGEN_SHIP_FORMAT_4,{%NOUN% of the %PROCNAME%}
NAMEGEN_SHIP_FORMAT_5,{%PROCNAME% %VERB% %NUMERAL%}
NAMEGEN_SHIP_FORMAT_6,{%ADJECTIVE% %NOUN% %SHIPCODE%}
NAMEGEN_SHIP_FORMAT_7,{%ADJECTIVE% %PROCNAME% %NUMERAL%}
NAMEGEN_SHIP_FORMAT_8,{%PROCNAME%'s %POSSESSION%}
NAMEGEN_SHIP_FORMAT_9,{%PROCNAME%'s %POSSESSION% %SHIPCODE%}
NAMEGEN_SHIP_FORMAT_10,{%PROCNAME%'s %ADJECTIVE% %POSSESSION%}
NAMEGEN_SHIP_FORMAT_11,{%PROCNAME% of %PROPERTY%}
NAMEGEN_SHIP_FORMAT_12,{%ADJECTIVE% %NOUN% %SHIPCODE%}
NAMEGEN_SHIP_FORMAT_13,{%PROCNAME% %SHIPCODE% }
NAMEGEN_SHIP_FORMAT_14,{%SHIPCODE% %PROCNAME%}
NAMEGEN_SHIP_FORMAT_15,{The %NOUN% of %PROPERTY%}
NAMEGEN_SHIP_FORMAT_16,{%PROCNAME% %SHIPCODE% }
NAMEGEN_SHIP_NOUN_1,{Owl}
NAMEGEN_SHIP_NOUN_2,{Hammer}
NAMEGEN_SHIP_NOUN_3,{Pillar}
NAMEGEN_SHIP_NOUN_4,{Wings}
NAMEGEN_SHIP_NOUN_5,{Apostle}
NAMEGEN_SHIP_NOUN_6,{Falcon}
NAMEGEN_SHIP_NOUN_7,{Skylark}
NAMEGEN_SHIP_NOUN_8,{Eagle}
NAMEGEN_SHIP_NOUN_9,{Song}
NAMEGEN_SHIP_NOUN_10,{Mistress}
NAMEGEN_SHIP_NOUN_11,{Master}
NAMEGEN_SHIP_NOUN_12,{Hand}
NAMEGEN_SHIP_NOUN_13,{Focus}
NAMEGEN_SHIP_NOUN_14,{End}
NAMEGEN_SHIP_NOUN_15,{Birth}
NAMEGEN_SHIP_NOUN_16,{Aegis}
NAMEGEN_SHIP_NOUN_17,{Shield}
NAMEGEN_SHIP_NOUN_18,{Mother}
NAMEGEN_SHIP_NOUN_19,{Father}
NAMEGEN_SHIP_NOUN_20,{Breath}
NAMEGEN_SHIP_NOUN_21,{Claws}
NAMEGEN_SHIP_NOUN_22,{Talon}
NAMEGEN_SHIP_NOUN_23,{Sword}
NAMEGEN_SHIP_NOUN_24,{Marvel}
NAMEGEN_SHIP_NOUN_25,{Pride}
NAMEGEN_SHIP_NOUN_26,{Victory}
NAMEGEN_SHIP_NOUN_27,{Triumph}
NAMEGEN_SHIP_NOUN_28,{Defeat}
NAMEGEN_SHIP_NOUN_29,{Hawk}
NAMEGEN_SHIP_NOUN_30,{Spear}
NAMEGEN_SHIP_NOUN_31,{Vision}
NAMEGEN_SHIP_NOUN_32,{Prophecy}
NAMEGEN_SHIP_NOUN_33,{Omen}
NAMEGEN_SHIP_NOUN_34,{Nemesis}
NAMEGEN_SHIP_NOUN_35,{Son}
NAMEGEN_SHIP_NOUN_36,{Daughter}
NAMEGEN_SHIP_NOUN_37,{Sleep}
NAMEGEN_SHIP_NOUN_38,{Voice}
NAMEGEN_SHIP_NOUN_39,{Dance}
NAMEGEN_SHIP_NOUN_40,{Ashes}
NAMEGEN_SHIP_NOUN_41,{Mirror}
NAMEGEN_SHIP_NOUN_42,{Reflection}
NAMEGEN_SHIP_NOUN_43,{Bard}
NAMEGEN_SHIP_NOUN_44,{Foe}
NAMEGEN_SHIP_NOUN_45,{Departure}
NAMEGEN_SHIP_NOUN_46,{Anvil}
NAMEGEN_SHIP_NOUN_47,{Forge}
NAMEGEN_SHIP_NOUN_48,{Voice}
NAMEGEN_SHIP_ADJ_1,{Speedy}
NAMEGEN_SHIP_ADJ_2,{Blazing}
NAMEGEN_SHIP_ADJ_3,{Soaring}
NAMEGEN_SHIP_ADJ_4,{Abyssal}
NAMEGEN_SHIP_ADJ_5,{Reckless}
NAMEGEN_SHIP_ADJ_6,{Airborne}
NAMEGEN_SHIP_ADJ_7,{Swift}
NAMEGEN_SHIP_ADJ_8,{Deadly}
NAMEGEN_SHIP_ADJ_9,{Burning}
NAMEGEN_SHIP_ADJ_10,{Floating}
NAMEGEN_SHIP_ADJ_11,{Bright}
NAMEGEN_SHIP_ADJ_12,{Colourless}
NAMEGEN_SHIP_ADJ_13,{Frozen}
NAMEGEN_SHIP_ADJ_14,{Geometric}
NAMEGEN_SHIP_ADJ_15,{Ancestral}
NAMEGEN_SHIP_ADJ_16,{Timeless}
NAMEGEN_SHIP_ADJ_17,{Infinite}
NAMEGEN_SHIP_ADJ_18,{Limitless}
NAMEGEN_SHIP_ADJ_19,{Relentless}
NAMEGEN_SHIP_ADJ_20,{Gravity}
NAMEGEN_SHIP_ADJ_21,{Magnificent}
NAMEGEN_SHIP_ADJ_22,{Inspiring}
NAMEGEN_SHIP_ADJ_23,{Exhausted}
NAMEGEN_SHIP_ADJ_24,{Final}
NAMEGEN_SHIP_ADJ_25,{Ultimate}
NAMEGEN_SHIP_ADJ_26,{Flying}
NAMEGEN_SHIP_ADJ_27,{Towering}
NAMEGEN_SHIP_ADJ_28,{Hyper}
NAMEGEN_SHIP_ADJ_29,{Second}
NAMEGEN_SHIP_ADJ_30,{Winged}
NAMEGEN_SHIP_ADJ_31,{Prime}
NAMEGEN_SHIP_ADJ_32,{Visionary}
NAMEGEN_SHIP_ADJ_33,{Ruthless}
NAMEGEN_SHIP_ADJ_34,{Tranquil}
NAMEGEN_SHIP_ADJ_35,{Serene}
NAMEGEN_SHIP_ADJ_36,{Halcyon}
NAMEGEN_SHIP_ADJ_37,{Whispering}
NAMEGEN_SHIP_ADJ_38,{Raging}
NAMEGEN_SHIP_ADJ_39,{Luminous}
NAMEGEN_SHIP_ADJ_40,{Radiant}
NAMEGEN_SHIP_ADJ_41,{Lucent}
NAMEGEN_SHIP_ADJ_42,{Shimmering}
NAMEGEN_SHIP_ADJ_43,{Crystal}
NAMEGEN_SHIP_ADJ_44,{Stellar}
NAMEGEN_SHIP_ADJ_45,{Parallax}
NAMEGEN_SHIP_ADJ_46,{Favourite}
NAMEGEN_SHIP_ADJ_47,{Rebuilt}
NAMEGEN_SHIP_ADJ_48,{Abstract}
NAMEGEN_SHIP_PROPERTY_1,{Flight}
NAMEGEN_SHIP_PROPERTY_2,{Gravity}
NAMEGEN_SHIP_PROPERTY_3,{the Stars}
NAMEGEN_SHIP_PROPERTY_4,{the Sun}
NAMEGEN_SHIP_PROPERTY_5,{the Moon}
NAMEGEN_SHIP_PROPERTY_6,{Fire}
NAMEGEN_SHIP_PROPERTY_7,{the Wind}
NAMEGEN_SHIP_PROPERTY_8,{Air}
NAMEGEN_SHIP_PROPERTY_9,{the Ether}
NAMEGEN_SHIP_PROPERTY_10,{Truth}
NAMEGEN_SHIP_PROPERTY_11,{Madness}
NAMEGEN_SHIP_PROPERTY_12,{the Abyss}
NAMEGEN_SHIP_PROPERTY_13,{the Void}
NAMEGEN_SHIP_PROPERTY_14,{Destiny}
NAMEGEN_SHIP_PROPERTY_15,{Abstraction}
NAMEGEN_SHIP_PROPERTY_16,{Death}
NAMEGEN_SHIP_PROPERTY_17,{Beauty}
NAMEGEN_SHIP_PROPERTY_18,{Dreams}
NAMEGEN_SHIP_PROPERTY_19,{Sleep}
NAMEGEN_SHIP_PROPERTY_20,{Inevitability}
NAMEGEN_SHIP_PROPERTY_21,{Frost}
NAMEGEN_SHIP_PROPERTY_22,{Destruction}
NAMEGEN_SHIP_PROPERTY_23,{Devastation}
NAMEGEN_SHIP_PROPERTY_24,{Providence}
NAMEGEN_SHIP_PROPERTY_25,{the Ancients}
NAMEGEN_SHIP_PROPERTY_26,{Perfection}
NAMEGEN_SHIP_PROPERTY_27,{Souls}
NAMEGEN_SHIP_PROPERTY_28,{the Korvax}
NAMEGEN_SHIP_PROPERTY_29,{the Gek}
NAMEGEN_SHIP_PROPERTY_30,{the Vy'keen}
NAMEGEN_SHIP_PROPERTY_31,{Infinity}
NAMEGEN_SHIP_PROPERTY_32,{the Horizon}
NAMEGEN_SHIP_PROPERTY_33,{Clouds}
NAMEGEN_SHIP_PROPERTY_34,{Melody}
NAMEGEN_SHIP_PROPERTY_35,{Jeopardy}
NAMEGEN_SHIP_PROPERTY_36,{Freedom}
NAMEGEN_SHIP_VERB_1,{Explorer}
NAMEGEN_SHIP_VERB_2,{Observer}
NAMEGEN_SHIP_VERB_3,{Vanquisher}
NAMEGEN_SHIP_VERB_4,{Liberator}
NAMEGEN_SHIP_VERB_5,{Voyager}
NAMEGEN_SHIP_VERB_6,{Scanner}
NAMEGEN_SHIP_VERB_7,{Saviour}
NAMEGEN_SHIP_VERB_8,{Guardian}
NAMEGEN_SHIP_VERB_9,{Protector}
NAMEGEN_SHIP_VERB_10,{War-Spear}
NAMEGEN_SHIP_VERB_11,{Defender}
NAMEGEN_SHIP_VERB_12,{Star-Sailor}
NAMEGEN_SHIP_VERB_13,{Roamer}
NAMEGEN_SHIP_VERB_14,{Adventurer}
NAMEGEN_SHIP_VERB_15,{Calculator}
NAMEGEN_SHIP_VERB_16,{Auditor}
NAMEGEN_SHIP_VERB_17,{Surveyor}
NAMEGEN_SHIP_VERB_18,{Peacemaker}
NAMEGEN_SHIP_VERB_19,{Enforcer}
NAMEGEN_SHIP_VERB_20,{Pilgrim}
NAMEGEN_SHIP_VERB_21,{Pioneer}
NAMEGEN_SHIP_VERB_22,{Pathfinder}
NAMEGEN_SHIP_VERB_23,{Trailblazer}
NAMEGEN_SHIP_VERB_24,{Seeker}
NAMEGEN_SHIP_VERB_25,{Singer}
NAMEGEN_SHIP_VERB_26,{Avenger}
NAMEGEN_SHIP_VERB_27,{Void-Dancer}
NAMEGEN_SHIP_VERB_28,{Sentinel}
NAMEGEN_SHIP_VERB_29,{Examiner}
NAMEGEN_SHIP_VERB_30,{Inquirer}
NAMEGEN_SHIP_VERB_31,{Terror}
NAMEGEN_SHIP_VERB_32,{Prospector}
NAMEGEN_SHIP_VERB_33,{Architect}
NAMEGEN_SHIP_VERB_34,{Fabricator}
NAMEGEN_SHIP_VERB_35,{Forerunner}
NAMEGEN_SHIP_VERB_36,{Initiator}
NAMEGEN_SHIP_POSESSION_1,{Folly}
NAMEGEN_SHIP_POSESSION_2,{Last Laugh}
NAMEGEN_SHIP_POSESSION_3,{Dream}
NAMEGEN_SHIP_POSESSION_4,{Pride}
NAMEGEN_SHIP_POSESSION_5,{Lost Work}
NAMEGEN_SHIP_POSESSION_6,{Discovery}
NAMEGEN_SHIP_POSESSION_7,{Victory}
NAMEGEN_SHIP_POSESSION_8,{Triumph}
NAMEGEN_SHIP_POSESSION_9,{Defeat}
NAMEGEN_SHIP_POSESSION_10,{Experiment}
NAMEGEN_SHIP_POSESSION_11,{Gambit}
NAMEGEN_SHIP_POSESSION_12,{Gamble}
NAMEGEN_SHIP_POSESSION_13,{Desperation}
NAMEGEN_SHIP_POSESSION_14,{Future}
NAMEGEN_SHIP_POSESSION_15,{Prospect}
NAMEGEN_SHIP_POSESSION_16,{Indiscretion}
NAMEGEN_SHIP_POSESSION_17,{Coup}
NAMEGEN_SHIP_POSESSION_18,{Decree}
NAMEGEN_SHIP_POSESSION_19,{Will}
NAMEGEN_SHIP_POSESSION_20,{Flight}
NAMEGEN_SHIP_POSESSION_21,{Wings}
NAMEGEN_SHIP_POSESSION_22,{Resistance}
NAMEGEN_SHIP_POSESSION_23,{Spirit}
NAMEGEN_SHIP_POSESSION_24,{Voyage}
NAMEGEN_SHIP_POSESSION_25,{Redemption}
NAMEGEN_SHIP_POSESSION_26,{Champion}
NAMEGEN_SHIP_POSESSION_27,{Conqueror}
NAMEGEN_SHIP_POSESSION_28,{Inspiration}
NAMEGEN_SHIP_POSESSION_29,{Regret}
NAMEGEN_SHIP_POSESSION_30,{Hand}
NAMEGEN_SHIP_POSESSION_31,{Transporter}
NAMEGEN_SHIP_POSESSION_32,{Prize}
PROC_FLAVOUR_ABANDON_1,{Corrupted Terminal}
PROC_FLAVOUR_ABANDON_2,{Abandoned Terminal}
PROC_FLAVOUR_ABANDON_3,{Haunted Terminal}
PROC_FLAVOUR_ABANDON_4,{Deserted Terminal}
PROC_FLAVOUR_ABANDON_5,{Forgotten Terminal}
PROC_FLAVOUR_ABANDON_6,{Forsaken Terminal}
PROC_FLAVOUR_ATLAS_3,{%PROCNAME% Singularity}
PROC_FLAVOUR_ATLAS_4,{Unity of %PROCNAME%}
PROC_FLAVOUR_ATLAS_5,{Geometric Construct %PROCNAME%}
PROC_FLAVOUR_ATLAS_6,{The %PROCNAME% Abstraction}
PROC_FLAVOUR_FACTORY_4,{%PROCNAME% Factory}
PROC_FLAVOUR_FACTORY_5,{%PROCNAME% Synth-Plant}
PROC_FLAVOUR_FACTORY_6,{%PROCNAME% Auto-Constructor}
PROC_FLAVOUR_FACTORY_7,{The %PROCNAME% Facility}
PROC_FLAVOUR_FACTORY_8,{%PROCNAME% Labs}
PROC_FLAVOUR_FACTORY_9,{%PROCNAME% Foundry}
PROC_FLAVOUR_RADIO_4,{%PROCNAME% Antenna}
PROC_FLAVOUR_RADIO_5,{The %PROCNAME% Network}
PROC_FLAVOUR_RADIO_6,{%PROCNAME% Array}
PROC_FLAVOUR_RADIO_7,{%PROCNAME% Station %NUMERAL%}
PROC_FLAVOUR_RADIO_8,{%PROCNAME% Radar}
PROC_FLAVOUR_RADIO_9,{%PROCNAME% Repeater}
PROC_FLAVOUR_TERMINAL_5,{Data Store %SERIALNUM%}
PROC_FLAVOUR_TERMINAL_6,{%SERIALNUM% Log}
PROC_FLAVOUR_TERMINAL_7,{Exchange %SERIALNUM%}
PROC_FLAVOUR_TERMINAL_8,{Repository %SERIALNUM%}
PROC_FLAVOUR_TERMINAL_9,{%SERIALNUM% Matrix}
PROC_FLAVOUR_OBS_4,{%PROCNAME% Scanner %NUMERAL%}
PROC_FLAVOUR_OBS_5,{The %PROCNAME% Seeker}
PROC_FLAVOUR_OBS_6,{%PROCNAME% Observatory}
PROC_FLAVOUR_OBS_7,{The %PROCNAME% Telescope}
PROC_FLAVOUR_OBS_8,{Stargazers of %PROCNAME%}
PROC_FLAVOUR_OBS_9,{%PROCNAME% Ocular Array}
PROC_FLAVOUR_MONOLITH_9,{Visitation of %PROCNAME%}
PROC_FLAVOUR_MONOLITH_10,{Pillars of %PROCNAME%}
PROC_FLAVOUR_MONOLITH_11,{%PROCNAME%'s Destination}
PROC_FLAVOUR_MONOLITH_12,{%PROCNAME%'s Restless Sleep}
PROC_FLAVOUR_MONOLITH_13,{Dreams of %PROCNAME%}
SCORCHED1,{Charred %PLANETCLASS%}
SCORCHED2,{Arid %PLANETCLASS%}
SCORCHED3,{Scorched %PLANETCLASS%}
SCORCHED4,{Hot %PLANETCLASS%}
SCORCHED5,{Fiery %PLANETCLASS%}
SCORCHED6,{Boiling %PLANETCLASS%}
SCORCHED7,{High Temperature %PLANETCLASS%}
SCORCHED8,{Torrid %PLANETCLASS%}
SCORCHED9,{Incandescent %PLANETCLASS%}
SCORCHED10,{Scalding %PLANETCLASS%}
FROZEN1,{Frozen %PLANETCLASS%}
FROZEN2,{Icebound %PLANETCLASS%}
FROZEN3,{Arctic %PLANETCLASS%}
FROZEN4,{Glacial %PLANETCLASS%}
FROZEN5,{Sub-zero %PLANETCLASS%}
FROZEN6,{Icy %PLANETCLASS%}
FROZEN7,{Frostbound %PLANETCLASS%}
FROZEN8,{Freezing %PLANETCLASS%}
FROZEN9,{Hiemal %PLANETCLASS%}
FROZEN10,{Hyperborean %PLANETCLASS%}
IRRADIATED1,{Irradiated %PLANETCLASS%}
IRRADIATED2,{Radioactive %PLANETCLASS%}
