location,source
UI_GUIDE_BODY_SURVIVAL_1,"{Your exosuit's <VAL_ON>life support<> system must be kept powered to avoid user damage. Life support systems allow you to move around the planet. <VAL_ON>Sprinting<> (<IMG>RUN<>) and using the <VAL_ON>Jetpack<> (<IMG>JUMP<>) will drain life support power. Life support systems are recharged with <FUEL>Oxygen<>, <FUEL>Oxygen Capsules<> or <FUEL>Life Support Gel<>. <FUEL>Oxygen<> can be harvested from plants on every planet, and may be detected in other flora using the <TECHNOLOGY>Analysis Visor<>. <FUEL>Oxygen Capsules<> can be crafted from <FUEL>Carbon<> and <FUEL>Oxygen<> and offer the most efficient way to carry life support power. When Oxygen is in short supply, <FUEL>Life Support Gel<> can be made in an emergency from <TECHNOLOGY>Di-hydrogen<>. Pressing <IMG>SCAN<> will activate the <VAL_ON>Scanner<>, locating nearby planetary <FUEL>Oxygen<>. Systems can be recharged from the exosuit inventory, or via the <VAL_ON>Quick Menu<> using <IMG>QUICK_MENU<>. <VAL_ON>WARNING:<> Life support does not protect the user from hazardous environments.}"
UI_GUIDE_BODY_SURVIVAL_2,"{Your exosuit will automatically deploy <TECHNOLOGY>Hazard Protection<> when required. Hazard protection prevents <VAL_ON>critical damage<> from radiation, planetary toxins, and extreme temperatures. Hazard protection must be kept <COMMODITY>charged<> to remain effective. Power drains while exposed to the atmosphere. Protection will <VAL_ON>recharge automatically<> when the user is in a building, starship, or cave. Basic suit protection may be extended with <TECHNOLOGY>technology upgrades<>. Away from shelter, hazard protection systems are recharged with <COMMODITY>Sodium<> or various <COMMODITY>Ion Batteries<>. <COMMODITY>Sodium<> can be harvested from planetary flora and is found on <VAL_ON>all worlds<>. Pressing <IMG>SCAN<> will activate the <VAL_ON>Scanner<>, locating nearby planetary <COMMODITY>Sodium<>. <COMMODITY>Ion Batteries<> can be crafted from <TECHNOLOGY>Cobalt<> and <EARTH>Ferrite<>. Hazard systems can be <VAL_ON>recharged<> from the exosuit inventory, or via the <VAL_ON>Quick Menu<> using <IMG>QUICK_MENU<>. Acquire vital survival upgrades from <TECHNOLOGY>Technology Merchants<> on space stations and planetary shops.}"
UI_GUIDE_BODY_SURVIVAL_3,"{Locate nearby resources with the <TECHNOLOGY>Scanner<> (<IMG>SCAN<>). The key survival resources of <FUEL>Oxygen<>, <COMMODITY>Sodium<> and <TECHNOLOGY>Di-hydrogen<> are found on every planet. Most resources are harvested with your <VAL_ON>Mining Beam<>. Press <IMG>CYCLEWEAPON<> to cycle Multi-Tool mode, then <IMG>ATTACK<> to fire the laser. The Mining Beam requires <FUEL>organic elements<> for power. In the event of a fuel emergency, flora can be harvested for <FUEL>Carbon<> using <IMG>MELEE<>. Use the <TECHNOLOGY>Analysis Visor<> (<IMG>AIM<>) to search for <VAL_ON>large mineral deposits<>, such as <STELLAR>Copper<>. These deposits can be refined into <STELLAR>Chromatic Metal<>, vital to many technologies. Upgrade the <TECHNOLOGY>Analysis Visor<> at <TECHNOLOGY>technology merchants<> allows it to reveal additional information, yielding <COMMODITY>extra resources<> when harvesting. Some resources require an <TECHNOLOGY>Advanced Mining Laser<> or <TECHNOLOGY>Haz-Mat Gauntlets<>. Learn these technologies from technology merchants on <TECHNOLOGY>space stations<> or <TECHNOLOGY>planetary shops<>. <VAL_ON>WARNING:<> Sentinel forces will respond to all planetary harvesting. Avoid harvesting while being observed.}"
UI_GUIDE_BODY_SURVIVAL_4,"{Multi-Tool, technology and survival systems consume power on use. Elements can be harvested directly, or found in shops and item caches in the form of <FUEL>Oxygen Capsules<> or <COMMODITY>Ion Batteries<>. <VAL_ON>Refined elements<> (eg <FUEL>Condensed Carbon<>) not only take up less space, but also provide greater charge to basic systems than common elements (eg <FUEL>Carbon<>). Advanced systems may require rarer or more refined elements to charge. Some buildings and components need to be <VAL_ON>repaired<> as well as fuelled. This may require more exotic resources. Systems can be recharged from the <VAL_ON>inventory<> (<IMG>INVENTORY<>) or via the <VAL_ON>quick menu<> (<IMG>QUICK_MENU<>).}"
UI_GUIDE_BODY_SURVIVAL_5,"{See <VAL_ON>Guide // Navigation & Discovery<> for more specific information on navigating on foot or in vehicles. Your compass is located at the top of the HUD. It will highlight nearby <VAL_ON>points of interest<> and <TECHNOLOGY>mission objectives<>. The <TECHNOLOGY>Analysis Visor<> (<IMG>AIM<>) detects points of interest from afar. Use the Visor to pin selected objects for easy navigation. The <TECHNOLOGY>Signal Booster<> can be constructed to search for nearby points of interest, as well as deciphering any <VAL_ON>navigational data<> you discover. Search buildings for additional navigation data. Use the Quick Menu (<IMG>QUICK_MENU<>) to <VAL_ON>summon your ship<> to your location. The starship requires fuel in the <VAL_ON>Launch Thrusters<> to take off. Assemble <COMMODITY>Launch Fuel<> from <TECHNOLOGY>Di-hydrogen<>, found as blue crystals. Use your <VAL_ON>starship<> to cover large distances and fly between planets. To fly to other star systems, use the <VAL_ON>Galaxy Map<> (<IMG>QUICK_MENU<>). Users with a <VAL_ON>planetary base<> can hire an <VAL_ON>Exocraft Technician<>. This will allow the construction and deployment of advanced <TECHNOLOGY>planetary vehicles<>.}"
UI_GUIDE_BODY_SURVIVAL_6,"{Any site can be claimed for construction using the <TECHNOLOGY>Base Computer<>. Multiple sites can be claimed across many or one world. Expand your base with the <VAL_ON>Build Menu<> (<IMG>BUILD_MENU<>). New base parts require resources to build. <VAL_ON>Dismantling structures<> (<IMG>BUILD_DELETE<>) within your base refunds the resources. Most structures can only be built in the <VAL_ON>vicinity of your base<>. Some, such as <TECHNOLOGY>Signal Boosters<>, can be built anywhere. Find <TECHNOLOGY>additional base parts<> in <TECHNOLOGY>Buried Technology Modules<>. Use the Analysis Visor (<IMG>AIM<>) and the <TECHNOLOGY>Terrain Manipulator<> to find buried parts. <VAL_ON>Specialist Terminals<> can be built in your base. <SPECIAL>Workers<> can be recruited from space stations to operate the terminal. They offer missions to research <TECHNOLOGY>advanced base parts and equipment<>. Whilst onboard space station, locate a <VAL_ON>Terminus Teleporter<> for teleportation to and from your base. The Terminus is on the left side of the space station, <VAL_ON>near the Mission Agent<>.}"
UI_GUIDE_BODY_EXPLORATION_1,"{In <VAL_ON>hazardous conditions<>, use caves and buildings to shelter and recharge your hazard protection. Use a Multi-Tool <TECHNOLOGY>Terrain Manipulator<> to create your own shelter. Use the <TECHNOLOGY>Analysis Visor<> (<IMG>AIM<>) to detect and avoid aggressive creatures from afar. Your compass is at the top of the HUD. It shows the position of <VAL_ON>points of interest<> and <TECHNOLOGY>mission objectives<>. The Analysis Visor detects points of interest from further afield, but restricts movement. The <TECHNOLOGY>Signal Booster<> can be constructed to search for nearby buildings, as well as deciphering any <VAL_ON>navigational data<> you discover. <VAL_ON>Sprinting<> (<IMG>RUN<>) will allow you to travel faster for a short time, but will also <VAL_ON>drain your life support<> faster. The <TECHNOLOGY>Jetpack<> (<IMG>JUMP<>) can also be used to cover difficult terrain. The Jetpack recharges automatically while on the ground. The Jetpack can be used to <VAL_ON>scale cliffs<> even when uncharged. <VAL_ON>WARNING:<> Your jetpack can only be used in short bursts. Falling from great heights will cause damage. Save jetpack fuel to soften the impact.}"
UI_GUIDE_BODY_EXPLORATION_3,"{Your <TECHNOLOGY>compass<> is located at the top of the HUD. It will highlight nearby <VAL_ON>points of interest<> and <TECHNOLOGY>mission objectives<>. Use the <TECHNOLOGY>Analysis Visor<> to identify and pinpoint planetary objects. Identified points of interest can be pinned to the Exosuit HUD with <IMG>TECHMENU<> for ease of navigation. Learn how to make <TECHNOLOGY>Beacons<> from the <VAL_ON>Base Scientist<>. Beacons can be placed anywhere using <IMG>BUILD_MENU<> and will be marked on your compass. The <TECHNOLOGY>Signal Booster<> can be constructed to search for nearby buildings, as well as deciphering any <VAL_ON>navigational data<> you discover. Search buildings for additional navigation data. Some points of interest, like your <VAL_ON>ship<> and <VAL_ON>base<>, will always be tracked. In space or atmospheric flight, follow the <COMMODITY>trails<> left by other ships to locate planetary <VAL_ON>trading posts<>.}"
UI_GUIDE_BODY_EXPLORATION_4,"{Scan animals, plants and minerals with the <TECHNOLOGY>Analysis Visor<> (<IMG>AIM<>). <VAL_ON>Units<> are rewarded for <VAL_ON>each unique scan<>. Every discovery is logged on the <VAL_ON>Discoveries Page<> (<IMG>OPTIONS<>). Systems and planets are automatically discovered when visited. Visit the Discoveries Page to <COMMODITY>rename or upload<> your discoveries and <VAL_ON>earn additional units<>. Discovering <VAL_ON>all animal life<> on a planet rewards a <VAL_ON>large number of units<>. Scanning plants and minerals with the <TECHNOLOGY>Analysis Visor<> (<IMG>AIM<>) reveals additional information and may yield extra resources when harvesting. <SPECIAL>Rare and / or large creatures<> are worth more when discovered than common or small creatures. <VAL_ON>Upgrades<> can be installed in your <TECHNOLOGY>Multi-Tool<> to <VAL_ON>increase the reward<> from scanning creatures or plants.}"
UI_GUIDE_BODY_EXPLORATION_5,"{Press and hold <IMG>THRUST<> to <VAL_ON>propel<> your ship. Use <IMG>BREAK<> to <VAL_ON>brake<>. Hold <IMG>BOOST<> to <RED>boost<>. Normal flight does not require fuel. You will travel much faster when outside of a planet's atmosphere. In space, use the <TECHNOLOGY>Pulse Engine<> (<IMG>ROLLLEFT<> & <IMG>ROLLRIGHT<>) to travel faster. The Pulse Engine requires <EXOTIC>Tritium<> to charge. Find Tritium by <VAL_ON>destroying asteroids<> in space. The Pulse Engine cannot be used near space stations. <SPECIAL>Pirates<> may temporarily disable the Pulse Engine during an attack. To escape, survive until it comes back online. The ship's HUD will alert you when the Pulse Engine is offline. Use the <TECHNOLOGY>Hyperdrive<> to travel to a new star system. Craft <FUEL>Warp Cells<> using <COMMODITY>Antimatter Housing<> and <FUEL>Antimatter<> to power the hyperdrive. To travel to a new system, open your <VAL_ON>Galaxy Map<> (<IMG>QUICK_MENU<>). Select a system and use <IMG>GALAXYWARP<> to engage the hyperdrive. Star systems are <VAL_ON>colour graded<>: Yellow, Red, Green and Blue. Non-yellow systems require <VAL_ON>upgraded hyperdrive technology<> to visit.}"
UI_GUIDE_BODY_EXPLORATION_6,"{Unlock Exocraft by building an <TECHNOLOGY>Exocraft Terminal<> in your base and hiring a Vy’keen Technician. To summon an Exocraft, build an <TECHNOLOGY>Exocraft Geobay<>. Geobays can be built anywhere and are not restricted to your home planet. There are three Exocraft: the fast, lightweight <VAL_ON>Nomad<>; the all-round <VAL_ON>Roamer<>; and the slow but mighty <VAL_ON>Colossus<>. To change the active exocraft, visit the appropriate Geobay. When driving an Exocraft, press <IMG>EXOBOOST<> for a short <VAL_ON>speed boost<>. Use <IMG>EXOJUMP<> to <VAL_ON>jump<>. When driving an Exocraft, use <IMG>QUICK_MENU<> to access a portable <TECHNOLOGY>Signal Booster<> and scan for points of interest. Fire your weapon or Mining Beam using <IMG>ATTACK<>. Cycle weapon/mining attachments using <IMG>CYCLEWEAPON<>. As with your Exosuit and Starship, Exocraft can be <TECHNOLOGY>upgraded<> for improved performance. Install technology upgrades in their <VAL_ON>Inventories<> (<IMG>INVENTORY<>).}"
UI_GUIDE_BODY_EXPLORATION_7,"{Test the performance of the Exocraft, and your skill as a pilot, by creating <TRADEABLE>Race Tracks<>. Build a <TECHNOLOGY>Race Initiator<> at your base. Interact with the Initiator to begin the process of designing your track. Drive your Exocraft along the desired route and drop checkpoint markers (<IMG>CHECKPOINT_DROP<>) to create a race circuit. Return to the <TECHNOLOGY>Race Initiator<> to complete your design. Use the initiator to test and adjust your track, or to set a fastest lap. Players visiting your base will be able to race on your track.}"
UI_GUIDE_BODY_TRADE_1,"{Sell items for <COMMODITY>units<> (<IMG>UNITS<>) on the Galactic Trade Network. Find <COMMODITY>Trade Terminals<> in <VAL_ON>Space Stations, Outposts<> and <VAL_ON>Shops<>. Mine <STELLAR>Precious Metals<> from <VAL_ON>asteroids<> in space, or use the <TECHNOLOGY>Analysis Visor<> to locate valuable <STELLAR>resource deposits<> on planets. <STELLAR>Resource deposits<> are worth considerably more on planets with <FUEL>extreme weather<>. The <SPECIAL>Mission Board<> on Space Stations is a good source of income. Visit the Mission Board to find available jobs. See the <VAL_ON>Mission Board<> entry for more details. Install an <TECHNOLOGY>Economy Scanner<> in your starship to gain access to economic data on the Galaxy Map, then plan <COMMODITY>trade routes<> to maximise profit. Find <VAL_ON>complementary economy types<> for the perfect trade route. <TRADEABLE>Farming<> can be highly lucrative. Find a good balance of crops and use them to craft new items. <COMMODITY>Combining crafted items<> into more advanced devices will yield <COMMODITY>even greater profits<>.}"
UI_GUIDE_BODY_TRADE_2,"{<TRADEABLE>Farming<> can be highly lucrative. Find a good balance of crops and use them to craft new items. <VAL_ON>Combining crafted items<> into more advanced devices will yield <VAL_ON>even greater profits<>. Build an <TECHNOLOGY>Agricultural Terminal<> and hire a <TRADEABLE>Farmer<> to research new plant types. Plants can be grown <VAL_ON>outside<> if the weather matches their <TRADEABLE>natural habitat<>. Otherwise, construct a <TECHNOLOGY>Hydroponics Tray<> to nurture the plant. Large-scale farms may benefit from the decreased maintenance requirements of <TECHNOLOGY>Large Hydroponics Trays<>. Plants can be harvested once fully grown. Some plants require <TECHNOLOGY>Haz-Mat Gauntlets<>, which can be acquired from a Armourer employed at a <TECHNOLOGY>Weapons Terminal<>. Each plant species has their own <VAL_ON>yields<> and <VAL_ON>growth times<>. Find a balance of crops to maximise overall profits.}"
UI_GUIDE_BODY_TRADE_3,"{Items can be sold for <VAL_ON>units<> (<IMG>UNITS<>) on the <VAL_ON>Galactic Trade Network<>. Find Trade Terminals in Space Stations and shops. Players with bases can construct a Trade Terminal of their own with help from the <VAL_ON>Construction Overseer<>. Resources command <VAL_ON>different prices<> in <VAL_ON>different systems<>. Install an <TECHNOLOGY>Economy Scanner<> in your starship to gain access to economic data on the <VAL_ON>Galaxy Map<>. Trade with individual pilots at Space Stations or Trade Outposts, or hail them on the <TECHNOLOGY>Starship Communicator<> (<IMG>QUICK_MENU<>). Plan trade routes to maximise profit. Find <VAL_ON>complementary economy types<> for the perfect trade route. Most goods are influenced by the economy of a system (for example, minerals are cheaper in <VAL_ON>Mining<> economies and more expensive in <VAL_ON>Industrial<> economies). Study the details of <COMMODITY>Trade Goods<> to learn where to sell them for the most profit. The <COMMODITY>greatest profit<> for a trader lies in transporting specific <SPECIAL>trade goods<>. These receive the largest economy-based discounts and bonuses. The <VAL_ON>wealth<> of a system influences how many goods they have available to sell. High wealth systems are also more likely to have high quality starships.}"
UI_GUIDE_BODY_TRADE_4,"{To buy a Freighter, board it and speak to the <VAL_ON>Captain<>. Saving a Freighter from <SPECIAL>Pirates<> will make it cheaper. When on a planet, summon your freighter to your current system with the <VAL_ON>Quick Menu<> (<IMG>QUICK_MENU<>). Players with freighters may own up to <VAL_ON>six starships<>. Purchase ships as they fly into the freighter's docking bay to store them onboard. The freighter offers advanced <TECHNOLOGY>warp capability<>. Use the <VAL_ON>map<> on the bridge to access the <VAL_ON>Galaxy Map<>. Freighters offer <VAL_ON>large inventories<>. Slots on freighters can store larger stacks than any other inventory type. <VAL_ON>Transfer items<> to your freighter from your inventory using <IMG>TRANSFER<>. To retrieve stored objects, speak to the Captain. Larger, more expensive freighters offer the largest inventories. Freighters allow <SPECIAL>onboard construction<>. Place base building parts in the designated construction area to make a portable base. Place <TECHNOLOGY>Storage Containers<> for extra inventory space.}"
UI_GUIDE_BODY_TRADE_5,"{The <VAL_ON>Mission Board<> is found in every <COMMODITY>Space Station<>. Always check in at the mission board in each station to see what jobs are available. Jobs reward units, nanites, pieces of technology and more. The Mission Board is found near the <VAL_ON>Teleport Terminus<> on the left-hand side of the station. Once complete, missions can be handed in at any station. Multiple missions can be active at once. View them in the Log (<IMG>OPTIONS<>). Missions reward <VAL_ON>Standing<> with their faction. They are a good way to improve your relationship with the system's dominant lifeforms, or one of the three guilds: the <VAL_ON>Merchants Guild<>, the <VAL_ON>Explorers Guild<> and the <VAL_ON>Mercenaries Guild<>. Higher standing with the Guilds grants access to higher level missions with improved rewards. Visit the <SPECIAL>Guild Envoy<> aboard the space station for access to rewards.}"
UI_GUIDE_BODY_TRADE_6,"{Crafting <VAL_ON>advanced products<> is a great way to earn money. Mine metals from resource deposits found using <TECHNOLOGY>Analysis Visor<> (<IMG>AIM<>). Mine using the <TECHNOLOGY>Terrain Manipulator<>, or use an <TECHNOLOGY>Automated Mining Unit<>, which will mine over time without exhausting the deposit. <VAL_ON>Gases<> are harvested using an <TECHNOLOGY>Atmosphere Harvester<>, which generates gases based on the biome of the planet. Combining metals generates <SPECIAL>Alloys<>. Combining gases creates <TECHNOLOGY>Compounds<>. Combining these with each other or with <TRADEABLE>Agricultural Products<> from <TRADEABLE>farming<> allows the creation of even more <VAL_ON>valuable items<>. The most valuable items require resources from <VAL_ON>multiple worlds<>. Find systems with the right combination of materials for the optimum crafting setup. Acquire new product blueprints by hiring a <TECHNOLOGY>Scientist<> at your base, or by visiting planetary <VAL_ON>Factories<> and <VAL_ON>Harvesters<>.}"
UI_GUIDE_BODY_TRADE_7,"{<SPECIAL>Standing<> is a measure of your <VAL_ON>reputation<> with alien races and factions. Track your standing on the <VAL_ON>Journey<> page of the options menu (<IMG>OPTIONS<>). To increase your standing, <VAL_ON>find alien lifeforms<> in planetary buildings or space stations. <VAL_ON>Speaking with the aliens<> and helping them with their problems will improve your understanding of their <VAL_ON>language<> and increase your <VAL_ON>standing<>. <VAL_ON>Offering gifts<> to aliens is a great way to increase your standing. Different lifeforms prefer different gifts. The <VAL_ON>Mission Board<> is another way of raising standing. Missions reward standing with the system's dominant lifeforms or one of the three <SPECIAL>guilds<>: the <VAL_ON>Merchants Guild<>, the <VAL_ON>Explorers Guild<> and the <VAL_ON>Mercenaries Guild<>. Higher standing with the Guilds grants access to <VAL_ON>higher level missions with improved rewards<>. Higher standing with alien lifeforms is the key to <TECHNOLOGY>purchasing advanced technology<> from the blueprint vendors aboard space stations. Hunting and destroying pirate <VAL_ON>bounties<> will increase your standing with the system's dominant lifeforms.}"
UI_GUIDE_BODY_COMBAT_1,"{Sentinels are robotic entities that guard most worlds. <VAL_ON>Harvesting resources<> in view of the Sentinels will cause them to turn <RED>hostile<>. Harvesting some resources, such as <VAL_ON>Gravitino Balls<>, will immediately alert Sentinel forces. Sentinels may approach and <VAL_ON>scan you<> or any resources you recently harvested. Avoid harvesting or attacking non-hostile creatures while being watched. Some worlds host <VAL_ON>extremely hostile Sentinels<>. These drones will attack on sight. Pay attention to the planet information in the <TECHNOLOGY>Analysis Visor<> (<IMG>AIM<>) to learn Sentinel status. The <VAL_ON>Security Level<> in the top right of the HUD shows the current Sentinel status. This will increase as you fight Sentinels. Eliminate Sentinel Drones quickly when attack to avoid <VAL_ON>more powerful Sentinels<> being summoned. Destroying Sentinel Drones is a good source of <SPECIAL>exotic materials<>.}"
UI_GUIDE_BODY_COMBAT_2,"{Fire your <TECHNOLOGY>Multi-Tool<> with <IMG>ATTACK<>. When out of ammo or charge, use <IMG>MELEE<> to <VAL_ON>melee strike<>. Reload your current weapon with <IMG>RELOAD<>. Some weapons require <COMMODITY>charge<> instead of ammo. By default, the Multi-Tool is only equipped with a <TECHNOLOGY>Mining Beam<>. To increase combat power, install new <TECHNOLOGY>Weapon Types<>. Cycle between <VAL_ON>weapon modes<> by using <IMG>CYCLEWEAPON<>. The Multi-Tool can be upgraded with a <TECHNOLOGY>Terrain Manipulator<>, allowing the user to create and remove planetary terrain. Find new weapon blueprints and other <TECHNOLOGY>Multi-Tool Upgrades<> in buildings or at a <TECHNOLOGY>Technology Merchant<> aboard Space Stations. Some planetary buildings may host brand-new Multi-Tools to purchase. Each Multi-Tool has <VAL_ON>unique bonuses<> to boost its effectiveness.}"
UI_GUIDE_BODY_COMBAT_3,"{Damage received while on-foot (from combat, hostile fauna or environmental damage) will first deplete your <COMMODITY>shield<>. Your shield will recharge over time. Take cover and avoid taking damage while the shield is low. Damage taken while shields are down will damage your <FUEL>health<>. Purchase plans for a <TECHNOLOGY>Personal Forcefield<> at <TECHNOLOGY>Technology Merchants<>. This is a powerful combat shield deployed from the Multi-Tool. <COMMODITY>Hazard Protection<> and <FUEL>Health<> can be recharged by visiting <TECHNOLOGY>Health Stations<> and <TECHNOLOGY>Hazard Stations<> in bases and other structures. Exosuit defensive and life support systems can be upgraded with <TECHNOLOGY>new technology<>. Find blueprints in planetary buildings or by visiting <TECHNOLOGY>technology merchants<> on space stations. <COMMODITY>Starship shields<> also recharge over time. Avoid taking damage to allow the shield to recharge. Shields prevent <RED>critical hull damage<>. Starship shields can be made stronger with <TECHNOLOGY>Deflector Shield Upgrades<> purchased at <TECHNOLOGY>Technology Merchants<> on space stations.}"
UI_GUIDE_BODY_COMBAT_4,"{Fire your <TECHNOLOGY>Multi-Tool<> with <IMG>ATTACK<>. When out of ammo or charge, use <IMG>MELEE<> to <VAL_ON>melee strike<>. <VAL_ON>Aim<> (<IMG>AIM<>) and <VAL_ON>Zoom<> (<IMG>ZOOM<>) to target enemies with precision. Cycle between <VAL_ON>weapon modes<> by using <IMG>CYCLEWEAPON<>. <VAL_ON>Reload<> your current weapon with <IMG>RELOAD<>. Some weapons require <COMMODITY>charge<> instead of ammo. Ensure you have crafted <SPECIAL>sufficent ammunition<> before entering a combat situation. Damage received while on-foot will first deplete your <COMMODITY>shield<>. Your shield will recharge over time. <VAL_ON>Take cover<> and avoid damage while the shield is low. Purchase plans for a <TECHNOLOGY>Personal Forcefield<> at <TECHNOLOGY>Technology Merchants<>. This is a powerful combat shield deployed from the Multi-Tool. Damage taken while shields are down will damage your <FUEL>health<>. <COMMODITY>Hazard Protection<> and <FUEL>Health<> can be recharged by visiting <TECHNOLOGY>Health Stations<> and <TECHNOLOGY>Hazard Stations<> in bases and other structures. Exosuit defensive and life support systems can be upgraded with <TECHNOLOGY>new technology<>. Find blueprints in planetary buildings or by visiting a <TECHNOLOGY>Technology Merchant<> aboard a space station.}"
UI_GUIDE_BODY_COMBAT_5,"{Fire <VAL_ON>ship weapons<> with <IMG>SHIPFIRE<>. Cycle weapon modes with <IMG>SHIPCYCLEWEAPON<>. Starship shield and weapons can be <TECHNOLOGY>upgraded<> with blueprints from a <TECHNOLOGY>Technology Merchants<> aboard a space station. If attacked by <SPECIAL>Pirates<>, answer them on the Communicator with <IMG>QUICK_MENU<>. They can be <VAL_ON>bribed<> to leave you alone. Alternatively, use a <VAL_ON>Defence Chit<> to summon the <VAL_ON>System Authorities<> to aid in combat. Purchase <VAL_ON>Defence Chits<> from merchants on Space Stations. <SPECIAL>Pirates<> may temporarily disable the Pulse Engine during an attack. To escape, survive until it comes back online. <VAL_ON>Stay behind your target<> to deal more damage and avoid enemy fire. Manage your speed with <RED>Boost<> (<IMG>BOOST<>) and <VAL_ON>Brake<> (<IMG>BREAK<>) to stay behind your target. <VAL_ON>Turning while braking<> is much faster. Change your <VAL_ON>current target<> with <IMG>PREVTARGET<> and <IMG>NEXTTARGET<>. Aim at the <VAL_ON>target leading reticle<> for increased accuracy. Look for <RED> red target indicators<> at the edge of the screen to find enemies.}"
UI_GUIDE_START_MISSION,{Start Mission}
UI_GUIDE_LEARN_MORE,{Learn More}
UI_GUIDE_MISSION_IN_PROGRESS,{In Progress}
UI_GUIDE_PREVIOUS,{Previous Page}
WIKI_TRADE5_MISSION_TITLE,{The Mission Board}
WIKI_TRADE5_MISSION_DESC,{Introduction to the Mission Board}
WIKI_TRADE5_MISSION_FLAVOUR,"{Mission Boards are found in space stations all across the galaxy. Explorers should check in with the mission board in the local station to see what jobs are available. Jobs might reward units, nanites, pieces of technology or more. They also offer a quick way to improve your standing with various factions. Missions change regularly, so make sure to always check local postings when you arrive in a system.}"
WIKI_TRADE5_MISSION_OBJ,{Visit a mission board}
WIKI_TRADE5_MISSION_OBJ_TIP,"{Mission boards are found in all space stations, near the teleportation terminal.}"
WIKI_TRADE5_MISSION_MSG,{Visit a mission board}
WIKI_MISSION_TRADE5_OSD,{Mission Board Located}
WIKI_MISSION_TRADE5_MARKER,{Visit the mission board}
NOTIFY_ENERGY_CHARGE,{Replenish Life Support Systems <IMG>INVENTORY<> Press <IMG>PAUSE<> to learn more about managing charge levels in the Wiki}
NOTIFY_EARN_TOBUY,{Earn %AMOUNT% Units to buy %ITEM% Press <IMG>PAUSE<> to learn more about earning money in the Wiki}
UI_GUIDE_HEADING_SURVIVAL_U,{SURVIVAL BASICS}
UI_GUIDE_HEADING_EXPLORATION_U,{NAVIGATION & DISCOVERY}
