location,source
UI_CREATURE_NOTE_26,{Excess of bile}
UI_CREATURE_NOTE_27,{Creates beautiful webs}
UI_CREATURE_NOTE_28,{Strong burrower}
UI_CREATURE_NOTE_29,{Hibernates}
UI_CREATURE_NOTE_30,{Mates for life}
UI_CREATURE_NOTE_31,{Carries symbiotic fungus}
UI_CREATURE_NOTE_32,{Stomach inside skull}
UI_CREATURE_NOTE_33,{Nine additional senses}
UI_CREATURE_NOTE_34,{Sense organs in feet}
UI_CREATURE_NOTE_35,{Excellent sense of smell}
UI_CREATURE_NOTE_36,{Poor hearing}
UI_CREATURE_NOTE_37,{Ticklish}
UI_CREATURE_NOTE_38,{Highly intelligent}
UI_CREATURE_NOTE_39,{Cannot see colour}
UI_CREATURE_NOTE_40,{Sprays ink when scared}
UI_CREATURE_NOTE_41,{Produces vile stench}
UI_CREATURE_NOTE_42,{Unpleasant to eat}
UI_CREATURE_NOTE_43,{Gelatinous bones}
UI_CREATURE_NOTE_44,{Can change colour}
UI_CREATURE_NOTE_45,{Chromatophore}
UI_CREATURE_NOTE_46,{Rapid self-healing}
UI_CREATURE_NOTE_47,{Valuable blood}
UI_CREATURE_NOTE_48,{Absorbs moisture from air}
UI_CREATURE_NOTE_49,{Mildly radioactive}
UI_CREATURE_NOTE_50,{Strongly radioactive}
UI_CREATURE_NOTE_51,{Hybrid species}
UI_CREATURE_NOTE_52,{Genetically unstable}
UI_CREATURE_NOTE_53,{Partially domesticated}
UI_CREATURE_NOTE_54,{Gentle soul}
UI_CREATURE_NOTE_55,{Hidden extra skull}
UI_CREATURE_NOTE_56,{Secondary skin}
UI_CREATURE_NOTE_57,{Hidden extra tongue}
UI_CREATURE_NOTE_58,{Redundant internal organs}
UI_CREATURE_NOTE_59,{Rigid bones}
UI_CREATURE_NOTE_60,{Hidden extra claws}
UI_CREATURE_NOTE_61,{Six stomachs}
UI_CREATURE_NOTE_62,{Powerful digestive enzymes}
UI_CREATURE_NOTE_63,{Saliva pH 14}
UI_CREATURE_NOTE_64,{Flexible joints}
UI_CREATURE_NOTE_65,{Hidden stinger}
UI_CREATURE_NOTE_66,{Covered in tiny hairs}
UI_CREATURE_NOTE_67,{Untameable}
UI_CREATURE_NOTE_68,{Fragile skull}
UI_CREATURE_NOTE_69,{Fragile skin}
UI_CREATURE_NOTE_70,{Detachable tongue}
UI_CREATURE_NOTE_71,{Bruisable organs}
UI_CREATURE_NOTE_72,{Brittle bones}
UI_CREATURE_NOTE_73,{Calcified claws}
UI_CREATURE_NOTE_74,{Translucent teeth}
UI_CREATURE_NOTE_75,{Caustic skin}
UI_CREATURE_NOTE_76,{Toxic tongue}
UI_CREATURE_NOTE_77,{Covered in toxic bristles}
UI_CREATURE_NOTE_78,{Venom-laden claws}
UI_CREATURE_NOTE_79,{Armoured skull}
UI_CREATURE_NOTE_80,{Regularly sheds skin}
UI_CREATURE_NOTE_81,{Monstrous tongue}
UI_CREATURE_NOTE_82,{Tiny organs}
UI_CREATURE_NOTE_83,{Metal bones}
UI_CREATURE_NOTE_84,{Bioluminescent teeth}
UI_CREATURE_NOTE_85,{Thick skull}
UI_CREATURE_NOTE_86,{Toughened skin}
UI_CREATURE_NOTE_87,{Massive tongue}
UI_CREATURE_NOTE_88,{Stores water in hidden sacs}
UI_CREATURE_NOTE_89,{Sheds and regrows bones}
UI_CREATURE_NOTE_90,{Sharp claws}
UI_CREATURE_NOTE_91,{Rubber skull}
UI_CREATURE_NOTE_92,{Porous skin}
UI_CREATURE_NOTE_93,{Regrows teeth each day}
UI_CREATURE_NOTE_94,{Grows lungs after birth}
UI_CREATURE_NOTE_95,{Carbon-based skeleton}
UI_CREATURE_NOTE_96,{Decentralised nervous system}
UI_CREATURE_NOTE_97,{Skull full of holes}
UI_CREATURE_NOTE_98,{Skin parasites}
UI_CREATURE_NOTE_99,{Tongue parasites}
UI_CREATURE_NOTE_100,{Extensive gut bacteria}
UI_CREATURE_NOTE_101,{Digests via symbionts}
UI_CREATURE_NOTE_102,{Claws harbour disease}
UI_CREATURE_NOTE_103,{Spawns in water}
UI_CREATURE_NOTE_104,{Goes underground to die}
UI_CREATURE_NOTE_105,{Tapeworm host}
UI_CREATURE_NOTE_106,{Delicious}
UI_CREATURE_NOTE_107,{Easily trained}
UI_CREATURE_NOTE_108,{Inflates when stressed}
UI_CREATURE_NOTE_109,{Poor sense of direction}
UI_CREATURE_NOTE_110,{Excellent navigator}
UI_CREATURE_NOTE_111,{Can sense magnetic fields}
UI_CREATURE_NOTE_112,{Easily confused}
UI_CREATURE_NOTE_113,{Frequently lost}
UI_CREATURE_NOTE_114,{Hears ground vibrations}
UI_CREATURE_NOTE_115,{Scared of fire}
UI_CREATURE_NOTE_116,{Hydrophobic}
UI_CREATURE_NOTE_117,{Vestigial udders}
UI_CREATURE_NOTE_118,{Makes art with sticks}
UI_CREATURE_NOTE_119,{Recognises other species}
UI_CREATURE_NOTE_120,{Beloved by the Gek}
UI_CREATURE_NOTE_121,{Bonds with Vy'keen}
UI_CREATURE_NOTE_122,{Hunts Sentinels}
UI_CREATURE_NOTE_123,{Matriarchal society}
UI_CREATURE_NOTE_124,{Digs underground nests}
UI_CREATURE_NOTE_125,{One extendible finger}
UI_CREATURE_NOTE_126,{Grows wings before death}
UI_CREATURE_NOTE_127,{Alluring pheromones}
UI_CREATURE_NOTE_128,{Sings beautifully}
UI_CREATURE_NOTE_129,{Deceptively fast}
UI_CREATURE_NOTE_130,{Lacks gallbladder}
UI_CREATURE_NOTE_131,{Both gills and lungs}
UI_CREATURE_NOTE_132,{Respires inorganically}
UI_CREATURE_NOTE_133,{Has chlorophyll glands}
UI_CREATURE_NOTE_134,{Sleeps standing up}
UI_CREATURE_NOTE_135,{Never blinks}
UI_CREATURE_NOTE_136,{Frequently regurgitates}
UI_CREATURE_NOTE_137,{Irritable}
UI_CREATURE_NOTE_138,{Highly social}
UI_CREATURE_NOTE_139,{Dislikes being scanned}
UI_CREATURE_NOTE_140,{Telepathic}
UI_CREATURE_NOTE_141,{Burns in the sun}
UI_CREATURE_NOTE_142,{Well insulated}
UI_CREATURE_NOTE_143,{Photosensitive}
UI_CREATURE_NOTE_144,{Secretes phytotoxins}
UI_CREATURE_NOTE_145,{Lovely eyes}
UI_CREATURE_NOTE_146,{Good parent}
UI_CREATURE_NOTE_147,{Can feel love}
UI_CREATURE_NOTE_148,{Screams when upset}
UI_CREATURE_NOTE_149,{Forms colonies}
UI_CREATURE_NOTE_150,{Hatched from cocoons}
UI_CREATURE_NOTE_151,{Fragrant}
UI_CREATURE_NOTE_152,{Particularly oily}
UI_CREATURE_NOTE_153,{Gets cold easily}
UI_CREATURE_NOTE_154,{Drinks blood}
UI_CREATURE_NOTE_155,{Does not age}
UI_CREATURE_NOTE_156,{Always waiting}
UI_CREATURE_NOTE_157,{Always watching}
UI_CREATURE_NOTE_158,{Aware of its fate}
UI_CREATURE_NOTE_159,{Senses ATLAS}
UI_CREATURE_NOTE_160,{Limited sentience}
UI_CREATURE_NOTE_161,{Born on meteors}
UI_CREATURE_NOTE_162,{Laden with nectar}
UI_CREATURE_NOTE_163,{Occasionally eats rocks}
UI_CREATURE_NOTE_164,{Scared of mirrors}
UI_CREATURE_NOTE_165,{Self-aware}
UI_CREATURE_NOTE_166,{Eyes regrow after damage}
UI_CREATURE_NOTE_167,{Superheated stomach}
UI_CREATURE_NOTE_168,{Three hearts}
UI_CREATURE_NOTE_169,{Two livers}
UI_CREATURE_NOTE_170,{Acidic blood}
UI_CREATURE_NOTE_171,{Respires anaerobically}
UI_CREATURE_NOTE_172,{Carries symbiotic worms}
UI_CREATURE_NOTE_173,{Riddled with pests}
UI_CREATURE_NOTE_174,{Carries babies in pouch}
UI_CREATURE_NOTE_175,{Promiscuous}
UI_CREATURE_NOTE_176,{Symmetrical insides}
UI_CREATURE_NOTE_177,{Occasionally invisible}
UI_CREATURE_NOTE_178,{Limited mind control}
UI_CREATURE_NOTE_179,{Buries food supplies}
UI_CREATURE_NOTE_180,{Cannot sweat}
UI_CREATURE_NOTE_181,{Weak lungs}
UI_CREATURE_NOTE_182,{Strong swimmer}
UI_CREATURE_NOTE_183,{Made of stardust}
UI_CREATURE_NOTE_184,{Requires dietary iron}
UI_CREATURE_NOTE_185,{Magnetic teeth}
UI_CREATURE_NOTE_186,{Retractable eyestalks}
UI_CREATURE_NOTE_187,{Breathes through mouth}
UI_CREATURE_NOTE_188,{Smells with tongue}
UI_CREATURE_NOTE_189,{Cannot drown}
UI_CREATURE_NOTE_190,{Highly fertile}
UI_CREATURE_NOTE_191,{Nitrogen-rich blood}
UI_CREATURE_NOTE_192,{Bioluminescent blood}
UI_CREATURE_NOTE_193,{Fears the rain}
UI_CREATURE_NOTE_194,{Echolocation glands}
UI_CREATURE_NOTE_195,{Possesses language}
UI_CREATURE_NOTE_196,{Varied phenotype}
UI_CREATURE_NOTE_197,{Tiny brain}
UI_CREATURE_NOTE_198,{Cannot digest starch}
UI_CREATURE_NOTE_199,{Seeks red flowers}
UI_CREATURE_NOTE_200,{Nests in blue foliage}
UI_CREATURE_NOTE_201,{Elaborate mating displays}
UI_CREATURE_NOTE_202,{Brain hemispheres not linked}
UI_CREATURE_NOTE_203,{Sweats milk for infants}
UI_CREATURE_NOTE_204,{No stomach}
UI_CREATURE_NOTE_205,{Double-coned eyes}
UI_CREATURE_NOTE_206,{Cutaneous respiration}
UI_CREATURE_NOTE_207,{Barbed feet}
UI_CREATURE_NOTE_208,{Extremely homozygous}
UI_CREATURE_NOTE_209,{Extremely heterozygous}
UI_CREATURE_NOTE_210,{Parasites in brain}
UI_CREATURE_NOTE_211,{Night vision}
UI_BEHAVIOUR_LABEL,{Behaviour}
TEMPERAMENT_PREDATOR1,{Careful hunter}
TEMPERAMENT_PREDATOR2,{Patient hunter}
TEMPERAMENT_PREDATOR3,{Cautious}
TEMPERAMENT_PREDATOR4,{Impulsive}
TEMPERAMENT_PREDATOR5,{Reckless}
TEMPERAMENT_PREDATOR6,{Aggressive}
TEMPERAMENT_PREDATOR7,{Unafraid}
TEMPERAMENT_PREDATOR8,{Cold-blooded}
TEMPERAMENT_PREDATOR9,{Does not fear death}
TEMPERAMENT_PREDATOR10,{Intelligent}
TEMPERAMENT_PREDATOR11,{Calm}
TEMPERAMENT_PREDATOR12,{Enjoys the hunt}
TEMPERAMENT_PREDATOR13,{Bold}
TEMPERAMENT_PREDATOR14,{Stalks prey for days}
TEMPERAMENT_PREDATOR15,{Unpredictable}
TEMPERAMENT_PLAYERPREDATOR1,{Dangerous}
TEMPERAMENT_PLAYERPREDATOR2,{Wildly aggressive}
TEMPERAMENT_PLAYERPREDATOR3,{Vicious}
TEMPERAMENT_PLAYERPREDATOR4,{Cruel}
TEMPERAMENT_PLAYERPREDATOR5,{Hyperviolent}
TEMPERAMENT_PLAYERPREDATOR6,{Excited by violence}
TEMPERAMENT_PLAYERPREDATOR7,{Angry}
TEMPERAMENT_PLAYERPREDATOR8,{Easily enraged}
TEMPERAMENT_PLAYERPREDATOR9,{Warlike}
TEMPERAMENT_PLAYERPREDATOR10,{Apex predator}
TEMPERAMENT_PREY1,{Watchful}
TEMPERAMENT_PREY2,{Nervous}
TEMPERAMENT_PREY3,{Skittish}
TEMPERAMENT_PREY4,{Timid}
TEMPERAMENT_PREY5,{Shy}
TEMPERAMENT_PREY6,{Highly observant}
TEMPERAMENT_PREY7,{Slow grazer}
TEMPERAMENT_PREY8,{Tends plants}
TEMPERAMENT_PREY9,{Seeks company}
TEMPERAMENT_PREY10,{Wary}
TEMPERAMENT_PREY11,{Easily startled}
TEMPERAMENT_PREY12,{Vigilant}
TEMPERAMENT_PREY13,{Inattentive}
TEMPERAMENT_PREY14,{Constantly moving}
TEMPERAMENT_PREY15,{Hasty}
TEMPERAMENT_PREY16,{Fidgety}
TEMPERAMENT_PREY17,{Anxious}
TEMPERAMENT_PASSIVE1,{Long-distance migration}
TEMPERAMENT_PASSIVE2,{Nomadic}
TEMPERAMENT_PASSIVE3,{Remembers faces}
TEMPERAMENT_PASSIVE4,{Submissive}
TEMPERAMENT_PASSIVE5,{Highly intelligent}
TEMPERAMENT_PASSIVE6,{Passive}
TEMPERAMENT_PASSIVE7,{Docile}
TEMPERAMENT_PASSIVE8,{Unafraid}
TEMPERAMENT_PASSIVE9,{Wise}
TEMPERAMENT_PASSIVE10,{Prudent}
TEMPERAMENT_PASSIVE11,{Far-sighted}
TEMPERAMENT_PASSIVE12,{Always foraging}
TEMPERAMENT_PASSIVE13,{Methodical}
TEMPERAMENT_PASSIVE14,{Friendly}
TEMPERAMENT_PASSIVE15,{Cheerful}
TEMPERAMENT_PASSIVE16,{Gentle}
TEMPERAMENT_PASSIVE17,{Peaceful}
TEMPERAMENT_BIRD1,{Flighty}
TEMPERAMENT_BIRD2,{Collects shiny objects}
TEMPERAMENT_BIRD3,{Builds large nests}
TEMPERAMENT_BIRD4,{Easily scared}
TEMPERAMENT_BIRD5,{Migratory}
TEMPERAMENT_BIRD6,{Highly observant}
TEMPERAMENT_BIRD7,{Easily startled}
TEMPERAMENT_BIRD8,{Very cautious}
TEMPERAMENT_BIRD9,{Sings at dusk}
TEMPERAMENT_BIRD10,{Wise}
TEMPERAMENT_BIRD11,{Long-sighted}
TEMPERAMENT_BIRD12,{Ever-moving}
TEMPERAMENT_BIRD13,{Cautious}
TEMPERAMENT_BIRD14,{Intelligent}
TEMPERAMENT_BIRD15,{Unpredictable}
TEMPERAMENT_FISH1,{Instinctive}
TEMPERAMENT_FISH2,{Desperate}
TEMPERAMENT_FISH3,{Food-seeking}
TEMPERAMENT_FISH4,{Mate-seeking}
TEMPERAMENT_FISH5,{Ever-moving}
TEMPERAMENT_FISH6,{Never sleeps}
TEMPERAMENT_FISH7,{Melancholy}
TEMPERAMENT_FISH8,{Lonely}
TEMPERAMENT_FISH9,{Observant}
TEMPERAMENT_FISH10,{Easily scared}
TEMPERAMENT_FISHPREDATOR1,{Smells blood}
TEMPERAMENT_FISHPREDATOR2,{Silent stalker}
TEMPERAMENT_FISHPREDATOR3,{Never sleeps}
TEMPERAMENT_FISHPREDATOR4,{Aggressive}
TEMPERAMENT_FISHPREDATOR5,{Hostile}
TEMPERAMENT_BUTTERFLY1,{Transcendent}
TEMPERAMENT_BUTTERFLY2,{Self-aware}
TEMPERAMENT_BUTTERFLY3,{Desperate}
TEMPERAMENT_BUTTERFLY4,{Food-seeking}
TEMPERAMENT_BUTTERFLY5,{Mate-seeking}
TEMPERAMENT_BUTTERFLY6,{Flighty}
TEMPERAMENT_BUTTERFLY7,{Skittish}
TEMPERAMENT_BUTTERFLY8,{Hungry}
TEMPERAMENT_BUTTERFLY9,{Afraid}
TEMPERAMENT_BUTTERFLY10,{Instinctive}
HERBIVORE1,{Vegetation}
HERBIVORE2,{Foliage}
HERBIVORE3,{Small trees}
HERBIVORE4,{Rotting fruit}
HERBIVORE5,{Fresh leaves}
HERBIVORE6,{Plant roots}
HERBIVORE7,{Digs for tubers}
HERBIVORE8,{Grass}
HERBIVORE9,{Foraged nuts}
HERBIVORE10,{Collects seeds}
HERBIVORE11,{Nibbles at shoots}
HERBIVORE12,{Tall grasses}
HERBIVORE13,{Cave marrow}
HERBIVORE14,{Mordite roots}
HERBIVORE15,{Coprite}
HERBIVORE16,{Mostly rocks}
HERBIVORE17,{Di-hydrogen crystals}
HERBIVORE18,{Processes dirt}
HERBIVORE19,{Oxide elements}
HERBIVORE20,{Absorbed nutrients}
HERBIVORE21,{%BIOME_PLANT%}
HERBIVORE22,{%BIOME_PLANT%}
HERBIVORE23,{%BIOME_PLANT%}
HERBIVORE24,{%BIOME_PLANT%}
HERBIVORE25,{%BIOME_PLANT%}
HERBIVORE26,{%BIOME_PLANT%}
HERBIVORE27,{NipNip buds}
HERBIVORE28,{Gravitino balls}
HERBIVORE29,{Stinging leaves}
HERBIVORE30,{Algae}
HERBIVORE31,{Flowers}
HERBIVORE32,{Petals}
HERBIVORE33,{Nectar}
HERBIVORE34,{Pollen}
OMNIVORE1,{Scavenged scraps}
OMNIVORE2,{Insects and grubs}
OMNIVORE3,{Worms}
OMNIVORE4,{Anything}
OMNIVORE5,{Faeces}
OMNIVORE6,{Birds}
OMNIVORE7,{Scavenged remains}
OMNIVORE8,{Partially-digested meat}
OMNIVORE9,{Eggs}
OMNIVORE10,{Steals from others}
OMNIVORE11,{Venom Urchins}
OMNIVORE12,{Foraged leftovers}
OMNIVORE13,{Small animals}
OMNIVORE14,{Old bones}
OMNIVORE15,{Mordite}
CARNIVORE1,{Carnivorous}
CARNIVORE2,{Meat-eater}
CARNIVORE3,{Hypnotises prey}
CARNIVORE4,{Crunches bones}
CARNIVORE5,{Blood-drinker}
CARNIVORE6,{Liquidised organs}
CARNIVORE7,{Extracts bone marrow}
CARNIVORE8,{Organs}
CARNIVORE9,{Raw meat}
CARNIVORE10,{Flesh-eater}
CARNIVORE11,{Hypercarnivore}
CARNIVORE12,{Brain matter}
CARNIVORE13,{Sinew}
CARNIVORE14,{Fresh meat}
CARNIVORE15,{Corpses}
CARNIVORE16,{Putrefied meat}
CARNIVORE17,{Cannibal}
CARNIVORE18,{Offal}
CARNIVORE19,{Removed hearts}
CARNIVORE20,{Small animals}
CARNIVORE21,{Other carnivores}
CARNIVORE22,{Large mammals}
CARNIVORE23,{Flesh chunks}
CARNIVORE24,{Meat chunks}
CARNIVORE25,{Coagulated blood}
CARNIVORE26,{%BIOME_MEAT%}
CARNIVORE27,{%BIOME_MEAT%}
CARNIVORE28,{%BIOME_MEAT%}
FROZEN_MEAT_NAME,{Frozen meat}
HOT_MEAT_NAME,{Boiled meat}
RADIO_MEAT_NAME,{Radioactive meat}
TOXIC_MEAT_NAME,{Toxic meat}
LUSH_MEAT_NAME,{Rotten meat}
BARREN_MEAT_NAME,{Preserved meat}
FOOD_INGREDIENT_SUB,{Raw Ingredient}
FOOD_COOKED_SUB,{Edible Product}
FOOD_FISH_VEG_NAME,{FISH EGGS}
FOOD_FISH_VEG_NAME_L,{Fish Eggs}
FOOD_FISH_MEAT_NAME,{SALTY FINGERS}
FOOD_FISH_MEAT_NAME_L,{Salty Fingers}
FOOD_FLYER_VEG_NAME,{FLYER MILK}
FOOD_FLYER_VEG_NAME_L,{Flyer Milk}
FOOD_FLYER_MEAT_NAME,{MEATY WINGS}
FOOD_FLYER_MEAT_NAME_L,{Meaty Wings}
FOOD_FIEND_VEG_NAME,{MONSTER EGGS}
FOOD_FIEND_VEG_NAME_L,{Monster Eggs}
FOOD_FIEND_MEAT_NAME,{FIENDISH ROE}
FOOD_FIEND_MEAT_NAME_L,{Fiendish Roe}
FOOD_BLOB_VEG_NAME,{STICKY HONEY}
FOOD_BLOB_VEG_NAME_L,{Sticky Honey}
FOOD_BLOB_MEAT_NAME,{OFFAL SAC}
FOOD_BLOB_MEAT_NAME_L,{Offal Sac}
FOOD_GEK_VEG_NAME,{GEKMILK}
FOOD_GEK_VEG_NAME_L,{GekMilk}
FOOD_GEK_MEAT_NAME,{PROTOSAUSAGE}
FOOD_GEK_MEAT_NAME_L,{ProtoSausage}
FOOD_DIPLO_VEG_NAME,{GIANT EGG}
FOOD_DIPLO_VEG_NAME_L,{Giant Egg}
FOOD_DIPLO_MEAT_NAME,{DIPLO CHUNKS}
FOOD_DIPLO_MEAT_NAME_L,{Diplo Chunks}
FOOD_REX_VEG_NAME,{REGIS GREASE}
FOOD_REX_VEG_NAME_L,{Regis Grease}
FOOD_REX_MEAT_NAME,{SCALY MEAT}
FOOD_REX_MEAT_NAME_L,{Scaly Meat}
FOOD_CAT_VEG_NAME,{LEOPARD-FRUIT}
FOOD_CAT_VEG_NAME_L,{Leopard-Fruit}
FOOD_CAT_MEAT_NAME,{FELINE LIVER}
FOOD_CAT_MEAT_NAME_L,{Feline Liver}
FOOD_STRIDER_VEG_NAME,{TALL EGGS}
FOOD_STRIDER_VEG_NAME_L,{Tall Eggs}
FOOD_STRIDER_MEAT_NAME,{STRIDER SAUSAGE}
FOOD_STRIDER_MEAT_NAME_L,{Strider Sausage}
FOOD_COW_VEG_NAME,{FRESH MILK}
FOOD_COW_VEG_NAME_L,{Fresh Milk}
FOOD_COW_MEAT_NAME,{RAW STEAK}
FOOD_COW_MEAT_NAME_L,{Raw Steak}
FOOD_CRAB_VEG_NAME,{CRAB 'APPLE'}
FOOD_CRAB_VEG_NAME_L,{Crab 'Apple'}
FOOD_CRAB_MEAT_NAME,{LEG MEAT}
FOOD_CRAB_MEAT_NAME_L,{Leg Meat}
FOOD_GENERIC_VEG_NAME,{CREATURE EGG}
FOOD_GENERIC_VEG_NAME_L,{Creature Egg}
FOOD_GENERIC_MEAT_NAME,{MEATY CHUNKS}
FOOD_GENERIC_MEAT_NAME_L,{Meaty Chunks}
FOOD_GENERIC_MILK_NAME,{WILD MILK}
FOOD_GENERIC_MILK_NAME_L,{Wild Milk}
FOOD_PLANT_LUSH_WILD_NAME,{IMPULSE BEANS}
FOOD_PLANT_LUSH_WILD_NAME_L,{Impulse Beans}
FOOD_PLANT_LUSH_FARM_NAME,{PILGRIMBERRY}
FOOD_PLANT_LUSH_FARM_NAME_L,{Pilgrimberry}
FOOD_PLANT_HOT_WILD_NAME,{FIREBERRY}
FOOD_PLANT_HOT_WILD_NAME_L,{Fireberry}
FOOD_PLANT_HOT_FARM_NAME,{SOLARTILLO}
FOOD_PLANT_HOT_FARM_NAME_L,{Solartillo}
FOOD_PLANT_COLD_WILD_NAME,{FROZEN TUBERS}
FOOD_PLANT_COLD_WILD_NAME_L,{Frozen Tubers}
FOOD_PLANT_COLD_FARM_NAME,{GLASS GRAINS}
FOOD_PLANT_COLD_FARM_NAME_L,{Glass Grains}
FOOD_PLANT_TOX_WILD_NAME,{JADE PEAS}
FOOD_PLANT_TOX_WILD_NAME_L,{Jade Peas}
FOOD_PLANT_TOX_FARM_NAME,{NON-TOXIC MUSHROOM}
FOOD_PLANT_TOX_FARM_NAME_L,{Non-Toxic Mushroom}
FOOD_PLANT_RAD_WILD_NAME,{GRAHBERRY}
FOOD_PLANT_RAD_WILD_NAME_L,{Grahberry}
FOOD_PLANT_RAD_FARM_NAME,{SIEVERT BEANS}
FOOD_PLANT_RAD_FARM_NAME_L,{Sievert Beans}
FOOD_PLANT_DUST_WILD_NAME,{ALOE FLESH}
FOOD_PLANT_DUST_WILD_NAME_L,{Aloe Flesh}
FOOD_PLANT_DUST_FARM_NAME,{CACTUS NECTAR}
FOOD_PLANT_DUST_FARM_NAME_L,{Cactus Nectar}
FOOD_PLANT_GLITCH_NAME,{HEXABERRY}
FOOD_PLANT_GLITCH_NAME_L,{Hexaberry}
FOOD_PLANET_ALL_1_NAME,{HEPTAPLOID WHEAT}
FOOD_PLANET_ALL_1_NAME_L,{Heptaploid Wheat}
FOOD_PLANET_ALL_2_NAME,{SWEETROOT}
FOOD_PLANET_ALL_2_NAME_L,{Sweetroot}
FOOD_PLANET_ALL_3_NAME,{PULPY ROOTS}
FOOD_PLANET_ALL_3_NAME_L,{Pulpy Roots}
FOOD_PLANT_CAVE_NAME,{MARROW FLESH}
FOOD_PLANT_CAVE_NAME_L,{Marrow Flesh}
FOOD_PLANT_WATER_NAME,{KELP RICE}
FOOD_PLANT_WATER_NAME_L,{Kelp Rice}
FOOD_PLANT_POOP_NAME,{WILD YEAST}
FOOD_PLANT_POOP_NAME_L,{Wild Yeast}
FOOD_PLANT_DEATH_NAME,{MEAT FLAKES}
FOOD_PLANT_DEATH_NAME_L,{Meat Flakes}
FOOD_MISC_STELLAR_NAME,{SILICON EGG}
FOOD_MISC_STELLAR_NAME_L,{Silicon Egg}
UI_OVEN_NAME,{NUTRIENT PROCESSOR}
UI_OVEN_NAME_L,{Nutrient Processor}
UI_OVEN_SUB,{Portable Sustenence Unit}
UI_OVEN_DESC,"{A portable <TECHNOLOGY>nutrient extractor<>, able to process and refine gathered ingredients into edible food products. User is advised that consumption of generated products is entirely at their own risk.}"
UI_OVEN_TIP,{Insert ingredients to begin cooking process}
FOOD_VEG_DESC,"{An animal byproduct, this nutrious morsel can be easily farmed without harm to the animal that produces it. Process in a <TECHNOLOGY>Nutrient Processor<> to generate edible products.}"
FOOD_MEAT_DESC,"{A nutrious meat product, harvested from the corpse of the creature that once contained it. Process in a <TECHNOLOGY>Nutrient Processor<> to generate edible products.}"
FOOD_PLANT_DESC,"{An edible plant, harvested from planetary flora. Process in a <TECHNOLOGY>Nutrient Processor<> to generate edible products.}"
FOOD_REFINED_DESC,"{A refined food product, created in the <TECHNOLOGY>Nutrient Processor<>. Can be consumed as it stands or subjected to further processing.}"
FOOD_REFINED_DESC_FINAL,"{A highly refined food product, created in the <TECHNOLOGY>Nutrient Processor<>.}"
FOOD_MEAT_COOKED_NAME,{COOKED MEAT}
FOOD_MEAT_COOKED_NAME_L,{Cooked Meat}
FOOD_MEAT_SMOKED_NAME,{SMOKED MEAT}
FOOD_MEAT_SMOKED_NAME_L,{Smoked Meat}
FOOD_MEAT_SAUSAGE_NAME,{%NAME% SAUSAGE}
FOOD_MEAT_SAUSAGE_NAME_L,{%NAME% Sausage}
FOOD_MEAT_MINCE_NAME,{%NAME% MINCE}
FOOD_MEAT_MINCE_NAME_L,{%NAME% Mince}
FOOD_FLOUR_NAME,{REFINED FLOUR}
FOOD_FLOUR_NAME_L,{Refined Flour}
FOOD_SUGAR_NAME,{PROCESSED SUGAR}
FOOD_SUGAR_NAME_L,{Processed Sugar}
FOOD_HONEY_NAME,{EDIBLE HONEY}
FOOD_HONEY_NAME_L,{Edible Honey}
