location,source
UI_WEAPSLOT_DMG4_NAME,{RUSTED POWER CORE}
UI_WEAPSLOT_DMG4_NAME_L,{Rusted Power Core}
UI_WEAPSLOT_DMG5_NAME,{CORRUPT MODULE}
UI_WEAPSLOT_DMG5_NAME_L,{Corrupt Module}
UI_WEAPSLOT_DMG6_NAME,{LOOM DAMAGE}
UI_WEAPSLOT_DMG6_NAME_L,{Loom Damage}
UI_WEAPSLOT_DMG_SUB,{Damaged Multi-Tool Component}
UI_WEAPSLOT_DMG_DESC,{Multi-Tool subsystem <FUEL>critically damaged<>. Slot cannot be used until damage is repaired. Use <IMG>REPAIR<> to begin repair process.}
UI_BINOCS_LOCATION,{Current Location: %LATLONG%}
UI_PALETTE_WHITE_ORANGE,{White & Orange}
UI_PALETTE_BLACK_OLIVE,{Black & Yellow}
UI_PALETTE_YELLOW_BLUE,{Yellow & Blue}
UI_PALETTE_TEAL,{Teal}
UI_PALETTE_BLUE_WHITE,{Blue & White}
UI_PALETTE_BLUE_ORANGE,{Blue & Orange}
UI_PALETTE_PURPLE_BLUE,{Purple & Blue}
UI_PALETTE_LILAC_PURPLE,{Lilac & Purple}
UI_PALETTE_RED_WHITE,{Red & White}
UI_PALETTE_ORANGE_BLUE,{Orange & Blue}
UI_PALETTE_YELLOW_WHITE,{Yellow & White}
UI_PALETTE_GREEN_GREEN,{Green}
UI_PALETTE_BLUE_RED,{Blue & Red}
UI_PALETTE_PURPLE_YELLOW,{Purple & Yellow}
UI_PALETTE_GREY_BLACK,{Grey & Black}
UI_PALETTE_GREY_RED,{Grey & Red}
TEMPLATE_NAME,{UPGRADE MODULE}
TEMPLATE_NAME_L,{Upgrade Module}
UI_DROPPOD_MAINT_TITLE,{Exosuit Upgrade Module}
UI_DROPPOD_MAINT_SUB,{Repair system to acquire new Exosuit slots}
UI_RETURN,{ย้อนกลับ <IMG>EXITMENU<>}
NOTIFY_LAND_TOOFAST,{Too fast to initiate landing}
NO_JOIN_MP_OLD_SAVE,{This save must be loaded in single player to be compatible with No Man's Sky NEXT}
UI_SAVESLOT_OLD,{UPGRADE REQUIRED}
UI_HANDIN_MP_MISSION,{COMPLETE MISSION}
UI_HANDIN_MP_MISSION_SUB,{Hand in mission & receive rewards}
PLAYER_CHANGEALTWEAPON,{Change Secondary Weapon}
PLAYER_DECONSTRUCT,{Pick Up Technology}
BLD_ASTRO_B_DESCRIPTION,"{An exclusive buildable base ornament, cast in bronze. This astronaut statue is a tribute to all galactic explorers.}"
BLD_ASTRO_B_NAME,{BRONZE ASTRONAUT STATUE}
BLD_ASTRO_B_NAME_L,{Bronze Astronaut Statue}
BLD_ASTRO_G_DESCRIPTION,"{An exclusive buildable base ornament, cast in gold. This astronaut statue is a tribute to all galactic explorers.}"
BLD_ASTRO_G_NAME,{GOLD ASTRONAUT STATUE}
BLD_ASTRO_G_NAME_L,{Gold Astronaut Statue}
BLD_ASTRO_S_DESCRIPTION,"{An exclusive buildable base ornament, cast in silver. This astronaut statue is a tribute to all galactic explorers.}"
BLD_ASTRO_S_NAME,{SILVER ASTRONAUT STATUE}
BLD_ASTRO_S_NAME_L,{Silver Astronaut Statue}
BLD_ATLAS_B_DESCRIPTION,"{An exclusive buildable base ornament, cast in bronze. This statue is a decorative replica of an Atlas Interface. Its core rotates, powered by an unknown force...}"
BLD_ATLAS_B_NAME,{BRONZE ATLAS STATUE}
BLD_ATLAS_B_NAME_L,{Bronze Atlas Statue}
BLD_ATLAS_G_DESCRIPTION,"{An exclusive buildable base ornament, cast in gold. This statue is a decorative replica of an Atlas Interface. Its core rotates, powered by an unknown force...}"
BLD_ATLAS_G_NAME,{GOLD ATLAS STATUE}
BLD_ATLAS_G_NAME_L,{Gold Atlas Statue}
BLD_ATLAS_S_DESCRIPTION,"{An exclusive buildable base ornament, cast in silver. This statue is a decorative replica of an Atlas Interface. Its core rotates, powered by an unknown force...}"
BLD_ATLAS_S_NAME,{SILVER ATLAS STATUE}
BLD_ATLAS_S_NAME_L,{Silver Atlas Statue}
BLD_BLOB_B_DESCRIPTION,"{An exclusive buildable base ornament, cast in bronze. This statue depicts a primitive ancient creature, sought after by many early explorers.}"
BLD_BLOB_B_NAME,{BRONZE BLOB STATUE}
BLD_BLOB_B_NAME_L,{Bronze Blob Statue}
BLD_BLOB_G_DESCRIPTION,"{An exclusive buildable base ornament, cast in gold. This statue depicts a primitive ancient creature, sought after by many early explorers.}"
BLD_BLOB_G_NAME,{GOLD BLOB STATUE}
BLD_BLOB_G_NAME_L,{Gold Blob Statue}
BLD_BLOB_S_DESCRIPTION,"{An exclusive buildable base ornament, cast in silver. This statue depicts a primitive ancient creature, sought after by many early explorers.}"
BLD_BLOB_S_NAME,{SILVER BLOB STATUE}
BLD_BLOB_S_NAME_L,{Silver Blob Statue}
BLD_DIP_B_DESCRIPTION,"{An exclusive buildable base ornament, cast in bronze. This statue depicts a long-necked quadrupedal species.}"
BLD_DIP_B_NAME,{BRONZE DIPLO STATUE}
BLD_DIP_B_NAME_L,{Bronze Diplo Statue}
BLD_DIP_G_DESCRIPTION,"{An exclusive buildable base ornament, cast in gold. This statue depicts a long-necked quadrupedal species.}"
BLD_DIP_G_NAME,{GOLD DIPLO STATUE}
BLD_DIP_G_NAME_L,{Gold Diplo Statue}
BLD_DIP_S_DESCRIPTION,"{An exclusive buildable base ornament, cast in silver. This statue depicts a long-necked quadrupedal species.}"
BLD_DIP_S_NAME,{SILVER DIPLO STATUE}
BLD_DIP_S_NAME_L,{Silver Diplo Statue}
BLD_GEK_B_DESCRIPTION,"{An exclusive buildable base ornament, cast in bronze. This statue depicts a Gek gesturing towards the sky.}"
BLD_GEK_B_NAME,{BRONZE GEK STATUE}
BLD_GEK_B_NAME_L,{Bronze Gek Statue}
BLD_GEK_G_DESCRIPTION,"{An exclusive buildable base ornament, cast in gold. This statue depicts a Gek gesturing towards the sky.}"
BLD_GEK_G_NAME,{GOLD GEK STATUE}
BLD_GEK_G_NAME_L,{Gold Gek Statue}
BLD_GEK_S_DESCRIPTION,"{An exclusive buildable base ornament, cast in silver. This statue depicts a Gek gesturing towards the sky.}"
BLD_GEK_S_NAME,{SILVER GEK STATUE}
BLD_GEK_S_NAME_L,{Silver Gek Statue}
BLD_SHIP_B_DESCRIPTION,"{An exclusive buildable base ornament, cast in bronze. This statue depicts the iconic starship Alpha Vector.}"
BLD_SHIP_B_NAME,{BRONZE FIGHTER STATUE}
BLD_SHIP_B_NAME_L,{Bronze Fighter Statue}
BLD_SHIP_G_DESCRIPTION,"{An exclusive buildable base ornament, cast in gold. This statue depicts the iconic starship Alpha Vector.}"
BLD_SHIP_G_NAME,{GOLD FIGHTER STATUE}
BLD_SHIP_G_NAME_L,{Gold Fighter Statue}
BLD_SHIP_S_DESCRIPTION,"{An exclusive buildable base ornament, cast in silver. This statue depicts the iconic starship Alpha Vector.}"
BLD_SHIP_S_NAME,{SILVER FIGHTER STATUE}
BLD_SHIP_S_NAME_L,{Silver Fighter Statue}
BLD_WALK_B_DESCRIPTION,"{An exclusive buildable base ornament, cast in bronze. This statue depicts the Sentinel Walker, an advanced combat unit.}"
BLD_WALK_B_NAME,{BRONZE WALKER STATUE}
BLD_WALK_B_NAME_L,{Bronze Walker Statue}
BLD_WALK_G_DESCRIPTION,"{An exclusive buildable base ornament, cast in gold. This statue depicts the Sentinel Walker, an advanced combat unit.}"
BLD_WALK_G_NAME,{GOLD WALKER STATUE}
BLD_WALK_G_NAME_L,{Gold Walker Statue}
BLD_WALK_S_DESCRIPTION,"{An exclusive buildable base ornament, cast in silver. This statue depicts the Sentinel Walker, an advanced combat unit.}"
BLD_WALK_S_NAME,{SILVER WALKER STATUE}
BLD_WALK_S_NAME_L,{Silver Walker Statue}
EMOTE_MINDBLOWN,{Mind Blown}
EMOTE_MINDBLOWN_U,{MIND BLOWN}
EMOTE_MINDBLOWN_DESC,{An exclusive gesture. This can be selected from the <VAL_ON>Quick Menu<> to share moments of existential wonder and delight with other explorers.}
EMOTE_CELEBRATE,{Celebrate!}
EMOTE_CELEBRATE_U,{CELEBRATE!}
EMOTE_CELEBRATE_DESC,{An exclusive gesture. This can be selected from the <VAL_ON>Quick Menu<> to share moments of celebration with other explorers.}
EMOTE_HA,{Ha!}
EMOTE_HA_U,{HA!}
EMOTE_HA_DESC,{An exclusive gesture. This can be selected from the <VAL_ON>Quick Menu<> to share moments of amusement with other explorers.}
EMOTE_RELAX,{Relax}
EMOTE_RELAX_U,{RELAX}
EMOTE_RELAX_DESC,{An exclusive gesture. This can be selected from the <VAL_ON>Quick Menu<> to entertain explorers with a handheld curiosity during idle moments.}
UI_FLEET_TUT_TITLE,{Freighter Command}
UI_FLEET_TUT_SUB,{Assemble Fleets and Begin Expeditions}
UI_FLEET_TUT_DESC,"{Command of a large <COMMODITY>Capital Ship<> offers several benefits. High among these is the ability to plan and command expeditions. Find and purchase <SPECIAL>Frigates<> to add them to your fleet. With the aid of the freighter's <TECHNOLOGY>Navigator<>, find profitable expeditions for your fleet. Expeditions are highly lucrative, and offer the opportunity for rare and exotic rewards.}"
UI_FLEET_TUT_OBJ0,{Construct a Fleet Command Room}
UI_FLEET_TUT_OBJ_TIP0,{Expeditions require a <TECHNOLOGY>Fleet Command Room<>. Construct a Command Post in your freighter. Use the Build Menu (<IMG>BUILD_MENU<>) in the habitable area between the bridge and the hanger.}
UI_FLEET_TUT_OBJ1,{Expand your Fleet}
UI_FLEET_TUT_OBJ_TIP1,{Systems frequently have large <TECHNOLOGY>freighter groups<> pass through them. Recruitable frigates in these groups will be marked with an icon. Approach a <TRADEABLE>recruitable frigate<> and speak with them on the <TECHNOLOGY>Starship Communicator<>.}
UI_FLEET_TUT_NAV_MSG,{Speak with the <STELLAR>Freighter's Navigator<>}
UI_FLEET_TUT_MSG0A,{Construct a <TECHNOLOGY>Freighter Room Piece<> Access the Build Menu with <IMG>BUILD_MENU<>}
UI_FLEET_TUT_MSG0B,{Construct a <TECHNOLOGY>Fleet Command Room<> Access the Build Menu with <IMG>BUILD_MENU<>}
UI_FLEET_TUT_MSG0C,{Inspect the <TECHNOLOGY>Fleet Command Room<> Read more about Fleets in the Guide (<IMG>OPTIONS<>)}
UI_FLEET_TUT_MSG0D,{Build a <TECHNOLOGY>base inside your freighter<> The construction area is located between the hangar and the bridge Expand the area with new <TECHNOLOGY>freighter modules<>}
UI_FLEET_TUT_MSG1,{Locate and purchase a <TECHNOLOGY>Recruitable Frigate<> Find a <TECHNOLOGY>Freighter Group<> in this system}
UI_FLEET_TUT_MSG1B,{Locate and purchase a <TECHNOLOGY>Recruitable Frigate<> Approach the Recruitable Frigate}
UI_FLEET_TUT_MSG1C,{Locate and purchase a <TECHNOLOGY>Recruitable Frigate<> Speak with the frigate captain on the <TECHNOLOGY>Starship Communicator<> (<IMG>QUICK_MENU<>)}
UI_FLEET_TUT_OBJ2A,{Inspect your Fleet}
UI_FLEET_TUT_OBJ_TIP2A,{View your current fleet at the <TECHNOLOGY>Fleet Management<> terminal on the bridge. Frigates have different specialisations marking their suitability for different expedition types. Expand your fleet by finding and purchasing new frigates.}
UI_FLEET_TUT_MSG2A,{Inspect your fleet at the <TECHNOLOGY>Fleet Management<> terminal Learn about your fleet's current specialisation}
UI_FLEET_TUT_OBJ2,{Plot an Expedition}
UI_FLEET_TUT_OBJ_TIP2,{The <TECHNOLOGY>Navigator<> plans expeditions for your fleet. Visit the Navigator on the freighter's bridge to see currently available expeditions. A new set of expeditions are plotted each day. Expeditions have varying <TECHNOLOGY>specialisations<> and <FUEL>difficulty<>.}
UI_FLEET_TUT_MSG2,{Send a <TECHNOLOGY>Support Frigate<> out on an <COMMODITY>Expedition<> Speak to the <TECHNOLOGY>Navigator<> to view available routes}
UI_FLEET_TUT_OBJ3,{Fuel and dispatch a new Expedition}
UI_FLEET_TUT_OBJ_TIP3,{Purchase or craft Frigate Fuel. Frigate Fuel requires a <TECHNOLOGY>Large Refiner<> to process. Longer or larger expeditions require more fuel. Supply ships reduce fuel requirements. Refine fuel with <TECHNOLOGY>Di-hydrogen<> and <TECHNOLOGY>Nanites<>}
UI_FLEET_TUT_MSG3,{Speak to the <TECHNOLOGY>Navigator<> to start a new <COMMODITY>Expedition<> The Navigator calculates new routes each day Consult the Log (<IMG>OPTIONS<>) for refueling advice}
UI_FLEET_TUT_MSG3B,{Gather <FUEL>Frigate Fuel<>: %CURRENT%/%AMOUNT% Longer or larger expeditions require more fuel Supply ships reduce fuel requirements}
UI_FLEET_TUT_OBJ4,{Begin the Expedition}
UI_FLEET_TUT_OBJ_TIP4,{An assembled frigate group is dispatched by the <TECHNOLOGY>Navigator<>. Expeditions can be equipped with <COMMODITY>temporary upgrades<> to boost their capabilities.}
UI_FLEET_TUT_MSG4,{Begin the Expedition Speak with the <TECHNOLOGY>Navigator<> on the bridge of your freighter}
UI_FLEET_TUT_OBJ5,{Wait for the expedition to complete}
UI_FLEET_TUT_OBJ_TIP5,{Expeditions cover long distances and may take a considerable amount of time to complete. Track the expedition's progress at the <TECHNOLOGY>Fleet Command Room<>. Expeditions continue in real time and do not require their owner to be actively present.}
UI_FLEET_TUT_OBJ6,{Debrief the Expedition}
UI_FLEET_TUT_OBJ_TIP6,"{Speak with the Fleet Commander at the <TECHNOLOGY>Fleet Command Room<>. The Fleet Commander will give an account of the expedition's success and failures, and then transmit their rewards to the <COMMODITY>freighter inventory<>.}"
UI_FLEET_TUT_MSG5,{Speak with the <STELLAR>Fleet Commander<> Make contact at the <TECHNOLOGY>Fleet Command Room<>}
UI_FLEET_TUT_MSG5A,{Expedition in progress: %TIME% Monitor progress at the <TECHNOLOGY>Fleet Command Room<> Pursue other ventures while the fleet is away Use the Log (<IMG>OPTIONS<>) to review available missions}
UI_FLEET_TUT_MSG6A,"{Expedition Complete! In space, <STELLAR>Summon your Freighter<> with the Quick Menu (<IMG>QUICK_MENU<>)}"
UI_FLEET_TUT_MSG6,{Debrief the Expedition Use the <TECHNOLOGY>Fleet Command Room<> to speak to the Commander}
UI_CORE_LAUNCHSUB_MSG,{Di-hydrogen is the key component of <COMMODITY>Starship Launch Fuel<> Press <IMG>OPTIONS<> to learn more}
UI_CORE_FUEL2_MSG,"{Condensed Carbon gives more charge than regular Carbon Find Condensed Carbon as crystals, or process it in a <TECHNOLOGY>Refiner<> Press <IMG>OPTIONS<> to learn more}"
UI_CORE_NAV_DROP_MSG,"{Condensed Carbon gives more charge than regular Carbon Find Condensed Carbon as crystals, or process it in a <TECHNOLOGY>Refiner<> Press <IMG>OPTIONS<> to learn more}"
UI_CORE_CATALYST1_MSG,{Sodium is used to charge <COMMODITY>Hazard Protection<> Press <IMG>OPTIONS<> to learn more}
UI_CORE_OXYGEN_MSG,{Use Oxygen to fuel your <TECHNOLOGY>Life Support Systems<> Press <IMG>OPTIONS<> to learn more}
UI_CORE_CATALYST2_MSG,{Sodium is used to charge <COMMODITY>Hazard Protection<> Refine <COMMODITY>Nitrous Oxide<> in the <TECHNOLOGY>Refiner<> for greater charge Press <IMG>OPTIONS<> to learn more}
TUT_STARTBEACON_EXTRA1,"{I peer inside the beacon's housing. As well as its distress broadcast unit, it contains a <COMMODITY>Navigational Data<> module.}"
TUT_STARTBEACON_EXTRA2,"{A red light fills my vision. All I see is crimson. And then, it fades. The colour drains, and the words that had seemed so clear seem to slip away... I peer inside the beacon's housing. As well as its distress broadcast unit, it contains a <COMMODITY>Navigational Data<> module.}"
TUT_STARTBEACON_OPT,{Take Navigation Data}
UI_TUT_REPAIR_SHIP_TITLE,{Starship Repair: Critical Maintenance}
UI_TUT_REPAIR_SHIP_SUB,{Repair Crucial Starship Systems}
UI_TUT_REPAIR_SHIP_DESC,"{If I want to get off this planet and find out more about where I am, I'll need to repair my crashed starship. The damage appears to be concentrated around the engine and launch thrusters.}"
UI_TUT_REPAIR_SHIP_OBJ1,{Investigate & Repair Starship Damage}
UI_TUT_REPAIR_SHIP_OBJ1_TIP,{The starship is severely damaged. Repair components from the <VAL_ON>Inventory<>. Access the Inventory using <IMG>INVENTORY<>. Repair items using <IMG>REPAIR<>. Repairs can be <VAL_ON>carried out in stages<>. The repair is complete when each component is repaired.}
UI_TUT_REPAIR_SHIP_OBJ2,{Repair the Pulse Engine}
UI_TUT_REPAIR_SHIP_OBJ2_TIP,{Repairing the Pulse Engine requires <COMMODITY>Hermetic Seal<> and <COMMODITY>Metal Plating<>. Search for a <COMMODITY>Hermetic Seal<>. Craft <COMMODITY>Metal Plating<> from <EARTH>Ferrite Dust<>. Repair items from the <VAL_ON>Inventory<>. Access the Inventory using <IMG>INVENTORY<>. Repair items using <IMG>REPAIR<>. Repairs can be <VAL_ON>carried out in stages<>. The repair is complete when each component is repaired.}
UI_TUT_REPAIR_SHIP_OBJ3,{Repair the Launch Thrusters}
UI_TUT_REPAIR_SHIP_OBJ3_TIP,{Repairing the Launch Thruster requires <EARTH>Pure Ferrite<> and <FUEL>Di-hydrogen Jelly<>. Use a <TECHNOLOGY>Portable Refiner<> to create <EARTH>Pure Ferrite<> from <EARTH>Ferrite Dust<>. Craft <FUEL>Di-hydrogen Jelly<> from Di-hydrogen. Locate <TECHNOLOGY>Di-hydrogen<> using the Scanner (<IMG>SCAN<>). Repair items from the <VAL_ON>Inventory<>. Access the Inventory using <IMG>INVENTORY<>. Repair items using <IMG>REPAIR<>.}
UI_TUT_REPAIR_SHIP_MSG0C,{Repair the <TECHNOLOGY>Pulse Engine<> Collect %ITEM%: %CURRENT%/%AMOUNT% Use %ITEM% to craft <COMMODITY>Metal Plating<>}
UI_TUT_REPAIR_SHIP_MSG0,{Repair the <TECHNOLOGY>Pulse Engine<> Craft <COMMODITY>Metal Plating<>: %CURRENT%/%AMOUNT% Use <IMG>INVENTORY<> to access your Inventory Use <IMG>PRODMENU<> to craft in empty slots}
UI_TUT_REPAIR_SHIP_MSG0A,{Patch <COMMODITY>Metal Plating<> onto the <TECHNOLOGY>Pulse Engine<> Access starship inventory (<IMG>INVENTORY<>) and repair items with <IMG>REPAIR<> Repairs can be carried out in stages}
UI_TUT_REPAIR_SHIP_MSG0B,{Repair the <TECHNOLOGY>Pulse Engine<> Return to the starship to conduct repairs Repairs can be carried out in stages}
UI_TUT_REPAIR_SHIP_MSG1,{Starship repair: <STELLAR>Partially complete<> Board the starship and <TECHNOLOGY>consult ship diagnostics<>}
UI_TUT_REPAIR_SHIP_MSG2,{Repair the <TECHNOLOGY>Pulse Engine<> Consult the Mission Log (<IMG>OPTIONS<>) to select specific guidance}
UI_TUT_REPAIR_SHIP_MSG2A,{Repair the <TECHNOLOGY>Pulse Engine<> Access starship inventory (<IMG>INVENTORY<>) and repair items with <IMG>REPAIR<> Repairs can be <VAL_ON>carried out in stages<>}
UI_TUT_REPAIR_SHIP_MSG2B,{Repair the <TECHNOLOGY>Pulse Engine<> Search the crash site for an alternate source of <COMMODITY>Hermetic Seals<>}
UI_TUT_REPAIR_SHIP_MSG3,{Repair the <TECHNOLOGY>Launch Thrusters<> Advanced material required: <EARTH>Pure Ferrite<> Consult the Mission Log (<IMG>OPTIONS<>) for information}
UI_TUT_REPAIR_SHIP_MSG3B,{Repair the <TECHNOLOGY>Launch Thrusters<> Access the Inventory using <IMG>INVENTORY<>. Repair items using <IMG>REPAIR<> Repairs can be <VAL_ON>carried out in stages<>}
UI_TUT_REPAIR_SHIP_MSG4,{Repair Multi-Tool Systems Consult the Mission Log (<IMG>OPTIONS<>) for information}
UI_TUT_ADV_MATS_TITLE,{Starship Repair: Gather Materials}
UI_TUT_ADV_MATS_TITLE_A,{Starship Repair: Find Hermetic Seal}
UI_TUT_ADV_MATS_TITLE_B,{Starship Repair: Launch Thrusters}
UI_TUT_ADV_MATS_TITLE_C,{Thruster Repair Requires Refined Material: Magnetised Ferrite}
UI_TUT_ADV_MATS_SUB,{Gather materials to repair the starship}
UI_TUT_ADV_MATS_DESC,"{To repair the starship, I'm going to need better tools and components than I currently have access to. I have to locate a supply of advanced materials...}"
UI_TUT_ADV_MATS_OBJ1,{Search the crash site for supplies}
UI_TUT_ADV_MATS_OBJ1_TIP,"{The crash site may contain the tools and materials needed to repair the starship. And if not, it may at least yield a few clues...}"
UI_TUT_ADV_MATS_OBJ2,{Investigate the Navigation Data}
UI_TUT_ADV_MATS_OBJ2_TIP,{Encoded <COMMODITY>Navigation Data<> located at the crash site. Use a <TECHNOLOGY>Signal Booster<> to decode the data. Pick up the Signal Booster using <IMG>DECONSTRUCT<> and always be able to <VAL_ON>decode any data you discover<>.}
UI_TUT_ADV_MATS_OBJ3,{Locate Hermetic Seal}
UI_TUT_ADV_MATS_OBJ3_TIP,{The <STELLAR>Navigation Data<> from the Distress Beacon marked a set of coordinates on the <TECHNOLOGY>Exosuit HUD<>. Reach the marked coordinates and search for a <COMMODITY>Hermetic Seal<> to repair the starship.}
UI_TUT_ADV_MATS_OBJ4,{Return to the Ship}
UI_TUT_ADV_MATS_OBJ4_TIP,{The ship's marker is always present on your Compass. The Compass is at the top of your HUD.}
UI_TUT_ADV_MATS_OBJ5,{Create Advanced Materials}
UI_TUT_ADV_MATS_OBJ5_TIP,{A <TECHNOLOGY>Portable Refiner<> is used to create <COMMODITY>Advanced Materials<>. The refiner can <COMMODITY>transform<> and <TECHNOLOGY>combine<> substances.}
UI_TUT_ADV_MATS_MSG1,{Locate <COMMODITY>Hermetic Seal<> Search the <TECHNOLOGY>Distress Beacon<> cache for supplies}
UI_TUT_ADV_MATS_MSG2,{<COMMODITY>Navigation Data<> recovered Build a <TECHNOLOGY>Signal Booster<> to use Navigation Data Access the Build Menu with <IMG>BUILD_MENU<>}
UI_TUT_ADV_MATS_MSG2A,{<COMMODITY>Navigation Data<> recovered Build a <TECHNOLOGY>Signal Booster<> to use Navigation Data Collect %ITEM%: %CURRENT% / %AMOUNT%}
UI_TUT_ADV_MATS_MSG2B,{<COMMODITY>Navigation Data<> recovered Build a <TECHNOLOGY>Signal Booster<> to use Navigation Data Craft %ITEM%: %CURRENT% / %AMOUNT% Open the Inventory (<IMG>INVENTORY<>) and use <IMG>PRODMENU<> to craft in empty slots}
UI_TUT_ADV_MATS_MSG2C,{<COMMODITY>Navigation Data<> recovered Build a <TECHNOLOGY>Signal Booster<> to use Navigation Data Collect %ITEM%: %CURRENT% / %AMOUNT%}
